TaskID,TaskType,ArrivalHour,SourceRegion,MaxLatency_ms,GPU_Demand,DurationHours,LatestFinishHour,Status,AssignedRegion,StartHour,FinishHour,NetworkLatency_ms,ObjectiveScore,EstimatedCost_CNY,EstimatedCarbon_tCO2,EstimatedRenewableUsed_MWh
7542,RealTimeInference,2382,RegionD,20.0,7.0,0.6833333333333333,2383.0,scheduled,RegionD,2382,2382.6833333333334,5.0,-163.3486159420442,0.0,0.0,0.4898133333333769
7857,AITraining,2399,RegionF,150.0,115.0,1.2833333333333334,2406.0,scheduled,RegionD,2399,2400.2833333333333,25.0,23441.59420284008,11113.285973333135,13.888810666666346,0.0
7874,BatchInference,2396,RegionC,80.0,21.0,0.45,2406.0,scheduled,RegionB,2396,2396.45,14.0,-347.49996438728795,0.0,0.0,1.2757499999994844
7890,RealTimeInference,2399,RegionE,20.0,4.0,4.416666666666667,2404.0,scheduled,RegionE,2399,2403.4166666666665,5.0,-610.5171277997154,0.0,0.0,1.7666666666666062
7902,BatchInference,2376,RegionE,80.0,11.0,0.43333333333333335,2406.0,scheduled,RegionE,2376,2376.4333333333334,5.0,-200.66485507249288,0.0,0.0,0.5958333333334167
7973,AITraining,2379,RegionE,150.0,70.0,1.1166666666666667,2406.0,scheduled,RegionC,2382,2383.116666666667,70.0,-5886.4953086426285,0.0,0.0,17.259200000001872
8294,BatchInference,2395,RegionC,80.0,8.0,1.0333333333333334,2406.0,scheduled,RegionC,2395,2396.0333333333333,5.0,-312.34790123455616,0.0,0.0,1.1407999999999663
8353,RealTimeInference,2386,RegionB,20.0,5.0,1.25,2388.0,scheduled,RegionB,2386,2387.25,5.0,-226.83547008547012,0.0,0.0,0.675
8745,BatchInference,2398,RegionB,80.0,21.0,2.1,2406.0,scheduled,RegionE,2398,2400.1,74.0,-1550.2349901186806,64.83749999994103,0.06221249999994342,5.25
8760,AITraining,2390,RegionE,150.0,44.0,4.583333333333333,2406.0,scheduled,RegionD,2395,2399.5833333333335,22.0,-14389.200362319318,0.0,0.0,41.3013333333347
8915,AITraining,2392,RegionD,150.0,97.0,0.8166666666666667,2406.0,scheduled,RegionD,2398,2398.8166666666666,5.0,-5618.926391303927,0.0,0.0,16.22357333333213
8972,RealTimeInference,2398,RegionD,20.0,2.0,4.1,2403.0,scheduled,RegionD,2398,2402.1,5.0,-286.20049999999355,0.0,0.0,0.8396799999999814
9168,RealTimeInference,2387,RegionC,20.0,3.0,2.35,2390.0,scheduled,RegionC,2387,2389.35,5.0,-261.11446913579175,0.0,0.0,0.7783199999999697
9267,BatchInference,2376,RegionE,80.0,7.0,0.36666666666666664,2406.0,scheduled,RegionE,2381,2381.366666666667,5.0,-104.58876811597911,0.0,0.0,0.3208333333334395
9415,AITraining,2376,RegionD,150.0,119.0,1.4666666666666666,2406.0,scheduled,RegionC,2376,2377.4666666666667,58.0,-13356.079209876822,0.0,0.0,38.536960000000796
9535,AITraining,2387,RegionE,150.0,58.0,5.633333333333334,2406.0,scheduled,RegionB,2391,2396.633333333333,74.0,-24553.994415953883,0.0,0.0,70.57439999999848
9572,AITraining,2398,RegionD,150.0,123.0,6.066666666666666,2406.0,scheduled,RegionE,2398,2404.0666666666666,22.0,-52181.53359683742,0.0,0.0,149.2399999999985
9585,RealTimeInference,2381,RegionB,20.0,7.0,2.033333333333333,2384.0,scheduled,RegionB,2381,2383.0333333333333,5.0,-528.4208547008468,0.0,0.0,1.5371999999999773
9591,AITraining,2378,RegionD,150.0,27.0,3.183333333333333,2406.0,scheduled,RegionC,2391,2394.1833333333334,58.0,-6476.569086419879,0.0,0.0,18.97776000000036
9621,RealTimeInference,2399,RegionC,20.0,6.0,1.3333333333333333,2401.0,scheduled,RegionC,2399,2400.3333333333335,5.0,-295.93111111114627,0.0,0.0,0.8832000000001002
9845,AITraining,2379,RegionF,150.0,102.0,0.9166666666666666,2406.0,scheduled,RegionA,2387,2387.9166666666665,82.0,-6924.941798940635,0.0,0.0,20.195999999996662
9850,BatchInference,2387,RegionE,80.0,13.0,5.733333333333333,2406.0,scheduled,RegionA,2387,2392.733333333333,78.0,-3379.9359788358483,0.0,0.0,10.061999999999628
9936,RealTimeInference,2385,RegionC,20.0,5.0,1.5166666666666666,2387.0,scheduled,RegionC,2385,2386.516666666667,5.0,-278.51012345683114,0.0,0.0,0.8372000000001171
10184,BatchInference,2390,RegionD,80.0,15.0,2.783333333333333,2406.0,scheduled,RegionD,2399,2401.7833333333333,5.0,-1819.5902173912834,0.0,0.0,5.343999999999942
10275,AITraining,2386,RegionE,150.0,38.0,2.0833333333333335,2406.0,scheduled,RegionB,2397,2399.0833333333335,74.0,-5806.095726496158,0.0,0.0,17.100000000001245
10284,BatchInference,2396,RegionF,80.0,14.0,2.283333333333333,2406.0,scheduled,RegionF,2396,2398.2833333333333,5.0,-1346.6205417529134,0.0,0.0,4.059766666666613
10306,AITraining,2384,RegionD,150.0,68.0,4.533333333333333,2406.0,scheduled,RegionB,2396,2400.5333333333333,60.0,-23172.097321937174,0.0,0.0,66.58559999999957
10407,RealTimeInference,2389,RegionC,20.0,7.0,2.3666666666666667,2392.0,scheduled,RegionC,2389,2391.366666666667,5.0,-625.9792098765757,0.0,0.0,1.8289600000000938
10504,BatchInference,2396,RegionC,80.0,4.0,1.15,2406.0,scheduled,RegionC,2397,2398.15,5.0,-135.21086419754843,0.0,0.0,0.6348000000000501
10622,BatchInference,2379,RegionC,80.0,23.0,5.566666666666666,2406.0,scheduled,RegionC,2394,2399.5666666666666,5.0,-6137.739629629562,0.0,0.0,17.668599999999806
10704,AITraining,2382,RegionF,150.0,110.0,1.0833333333333333,2406.0,scheduled,RegionA,2382,2383.0833333333335,82.0,-8850.967195768459,0.0,0.0,25.740000000003608
11216,BatchInference,2379,RegionA,80.0,20.0,5.116666666666666,2406.0,scheduled,RegionC,2382,2387.116666666667,15.0,-4891.938271605055,0.0,0.0,14.122000000000334
11304,AITraining,2383,RegionD,150.0,112.0,1.1666666666666667,2406.0,scheduled,RegionA,2398,2399.1666666666665,65.0,-9715.365608464328,0.0,0.0,28.223999999996337
11351,BatchInference,2394,RegionD,80.0,16.0,4.35,2406.0,scheduled,RegionD,2394,2398.35,5.0,-3050.0763768115303,0.0,0.0,8.908799999999815
11360,RealTimeInference,2384,RegionE,20.0,3.0,6.566666666666666,2391.0,scheduled,RegionE,2384,2390.5666666666666,5.0,-681.2885375494008,0.0,0.0,1.9699999999999818
11383,BatchInference,2380,RegionC,80.0,22.0,1.85,2406.0,scheduled,RegionC,2382,2383.85,5.0,-1905.8260493826174,0.0,0.0,5.616599999999724
11780,BatchInference,2398,RegionF,80.0,21.0,0.5833333333333334,2406.0,scheduled,RegionF,2398,2398.5833333333335,5.0,-458.9103605936529,0.0,0.0,1.5557500000004043
11834,BatchInference,2386,RegionB,80.0,19.0,5.866666666666666,2406.0,scheduled,RegionB,2392,2397.866666666667,5.0,-5231.135897436008,0.0,0.0,15.048000000000314
11877,RealTimeInference,2382,RegionC,20.0,7.0,1.3833333333333333,2384.0,scheduled,RegionC,2382,2383.383333333333,5.0,-358.6639999999672,0.0,0.0,1.0690399999999063
11961,AITraining,2376,RegionE,150.0,111.0,4.1,2406.0,scheduled,RegionC,2388,2392.1,70.0,-34996.70330864119,0.0,0.0,100.48607999999777
11993,BatchInference,2382,RegionC,80.0,15.0,3.933333333333333,2406.0,scheduled,RegionA,2382,2385.9333333333334,15.0,-2746.456349206392,0.0,0.0,7.965000000000124
12025,RealTimeInference,2387,RegionA,20.0,2.0,0.65,2388.0,scheduled,RegionA,2387,2387.65,5.0,-39.21460317461012,0.0,0.0,0.14040000000001965
12181,AITraining,2381,RegionC,150.0,68.0,2.3666666666666667,2406.0,scheduled,RegionA,2399,2401.366666666667,15.0,-12126.989100529725,0.0,0.0,34.761600000001785
12184,BatchInference,2393,RegionD,80.0,5.0,0.25,2406.0,scheduled,RegionE,2399,2399.25,22.0,-21.27248023715415,0.0,0.0,0.15625
12397,AITraining,2391,RegionA,150.0,101.0,0.6166666666666667,2406.0,scheduled,RegionD,2392,2392.616666666667,65.0,-4317.703934783485,0.0,0.0,12.755626666669174
12431,BatchInference,2396,RegionB,80.0,17.0,3.283333333333333,2406.0,scheduled,RegionF,2396,2399.2833333333333,79.0,-2301.4480037956996,0.0,0.0,7.088716666666602
12444,RealTimeInference,2394,RegionA,20.0,1.0,4.483333333333333,2399.0,scheduled,RegionA,2394,2398.483333333333,5.0,-159.13190476189678,0.0,0.0,0.48419999999997715
12481,RealTimeInference,2395,RegionC,20.0,5.0,2.9166666666666665,2398.0,scheduled,RegionC,2395,2397.9166666666665,5.0,-550.6419753086126,0.0,0.0,1.6099999999999162
12755,AITraining,2383,RegionE,150.0,51.0,3.05,2406.0,scheduled,RegionB,2385,2388.05,74.0,-11598.961766382468,0.0,0.0,33.59880000000201
12791,BatchInference,2383,RegionA,80.0,4.0,0.8666666666666667,2406.0,scheduled,RegionA,2385,2385.866666666667,5.0,-134.47566137568396,0.0,0.0,0.46800000000006553
13174,RealTimeInference,2394,RegionB,20.0,6.0,0.16666666666666666,2395.0,scheduled,RegionB,2394,2394.1666666666665,5.0,-28.385470085435838,0.0,0.0,0.10799999999990179
13251,RealTimeInference,2395,RegionA,20.0,6.0,0.7833333333333333,2396.0,scheduled,RegionA,2395,2395.7833333333333,5.0,-167.7832804232735,0.0,0.0,0.5075999999999804
13331,RealTimeInference,2383,RegionB,20.0,1.0,0.8166666666666667,2384.0,scheduled,RegionB,2383,2383.8166666666666,5.0,-22.943789173786932,0.0,0.0,0.08819999999999346
13376,AITraining,2394,RegionD,150.0,53.0,2.3833333333333333,2406.0,scheduled,RegionF,2394,2396.383333333333,25.0,-8894.27245824661,0.0,0.0,25.667546666665363
13381,RealTimeInference,2398,RegionA,20.0,6.0,2.0833333333333335,2401.0,scheduled,RegionA,2398,2400.0833333333335,5.0,-462.2719576719921,0.0,0.0,1.3500000000000982
13505,RealTimeInference,2382,RegionE,20.0,6.0,4.283333333333333,2387.0,scheduled,RegionE,2382,2386.2833333333333,5.0,-891.5256916995983,0.0,0.0,2.5699999999999816
13587,AITraining,2381,RegionD,150.0,23.0,6.533333333333333,2406.0,scheduled,RegionC,2381,2387.5333333333333,58.0,-11513.015407407354,0.0,0.0,33.17887999999985
13747,AITraining,2389,RegionF,150.0,41.0,6.6,2406.0,scheduled,RegionA,2389,2395.6,82.0,-20255.187513227236,0.0,0.0,58.44959999999921
13836,AITraining,2391,RegionD,150.0,40.0,6.4,2406.0,scheduled,RegionD,2398,2404.4,5.0,-18332.525652174176,0.0,0.0,52.42880000000075
14305,RealTimeInference,2391,RegionD,20.0,2.0,4.666666666666667,2396.0,scheduled,RegionD,2391,2395.6666666666665,5.0,-326.89797101448187,0.0,0.0,0.9557333333333023
14327,BatchInference,2394,RegionB,80.0,21.0,5.55,2406.0,scheduled,RegionD,2394,2399.55,60.0,-5078.4744202900265,0.0,0.0,14.91840000000049
14405,BatchInference,2379,RegionA,80.0,18.0,2.5833333333333335,2406.0,scheduled,RegionA,2391,2393.5833333333335,5.0,-2182.7974867726157,0.0,0.0,6.277500000000369
14419,AITraining,2379,RegionD,150.0,104.0,6.433333333333334,2406.0,scheduled,RegionC,2399,2405.4333333333334,58.0,-51594.41274074122,0.0,0.0,147.72992000000139
14578,AITraining,2396,RegionE,150.0,31.0,6.25,2406.0,scheduled,RegionF,2396,2402.25,18.0,-13725.866459627332,0.0,0.0,39.370000000000005
14619,AITraining,2394,RegionF,150.0,117.0,6.616666666666666,2406.0,scheduled,RegionF,2399,2405.616666666667,5.0,-55034.51176811696,0.0,0.0,157.3072800000029
14622,BatchInference,2386,RegionB,80.0,23.0,3.6666666666666665,2406.0,scheduled,RegionB,2392,2395.6666666666665,5.0,-3921.5121082619444,0.0,0.0,11.38499999999953
14647,BatchInference,2376,RegionA,80.0,11.0,1.2333333333333334,2406.0,scheduled,RegionA,2395,2396.233333333333,5.0,-619.973677248567,0.0,0.0,1.8314999999996853
14669,RealTimeInference,2385,RegionB,20.0,6.0,4.616666666666666,2390.0,scheduled,RegionC,2385,2389.616666666667,14.0,-1041.4292345679291,0.0,0.0,3.05808000000008
14749,AITraining,2389,RegionE,150.0,97.0,3.15,2406.0,scheduled,RegionD,2389,2392.15,22.0,-21834.347550725273,0.0,0.0,62.57664000000181
14772,BatchInference,2382,RegionA,80.0,12.0,5.116666666666666,2406.0,scheduled,RegionA,2382,2387.116666666667,5.0,-2872.814021164095,0.0,0.0,8.289000000000199
14780,AITraining,2377,RegionD,150.0,32.0,4.483333333333333,2406.0,scheduled,RegionC,2399,2403.483333333333,58.0,-10945.632395061202,0.0,0.0,31.677439999998498
14844,AITraining,2396,RegionB,150.0,51.0,4.15,2406.0,scheduled,RegionE,2396,2400.15,74.0,-14658.156126482536,0.0,0.0,42.33000000000092
14868,AITraining,2396,RegionF,150.0,22.0,6.45,2406.0,scheduled,RegionF,2396,2402.45,5.0,-10055.97251345727,0.0,0.0,28.834079999999183
15175,RealTimeInference,2396,RegionB,20.0,6.0,2.9166666666666665,2399.0,scheduled,RegionB,2396,2398.9166666666665,5.0,-651.7299145298804,0.0,0.0,1.889999999999902
15185,RealTimeInference,2382,RegionA,20.0,1.0,0.8833333333333333,2383.0,scheduled,RegionA,2382,2382.883333333333,5.0,-25.650846560841995,0.0,0.0,0.09539999999998691
15242,BatchInference,2399,RegionE,80.0,7.0,4.05,2406.0,scheduled,RegionF,2399,2403.05,18.0,-424.6370436025424,231.14000000000004,0.24900890000000006,2.711450000000162
15675,AITraining,2390,RegionF,150.0,87.0,2.9833333333333334,2406.0,scheduled,RegionD,2396,2398.983333333333,25.0,-18519.524978259546,0.0,0.0,53.15583999999622
15694,AITraining,2386,RegionE,150.0,63.0,2.8666666666666667,2406.0,scheduled,RegionB,2398,2400.866666666667,74.0,-13469.38905982964,0.0,0.0,39.009600000001655
15916,AITraining,2397,RegionE,150.0,81.0,3.3833333333333333,2406.0,scheduled,RegionE,2397,2400.383333333333,5.0,-14256.271391305201,1533.869999999515,1.4717699999995346,48.60000000000001
15921,AITraining,2394,RegionD,150.0,127.0,3.9166666666666665,2406.0,scheduled,RegionD,2394,2397.9166666666665,5.0,-35568.576666665285,0.0,0.0,101.87093333332939
