Hour,Region,Load_MW,AvailableRenewable_MW,ElectricityPrice,SellPrice,CarbonIntensity,GridPurchase_MW,GridSell_MW,DirectRenewable_MW,RenewableCharge_MW,GridCharge_MW,Curtailment_MW,Discharge_MW,SOC_MWh,NetGridImport_MW
49,RegionA,530.401500449955,587.87,476.88,0.0,0.6876,0.0,0.0,530.401500449955,0.0,-0.0,57.46849955004495,0.0,64.5,0.0
50,RegionA,544.32,650.0,476.85,0.0,0.6857,0.0,0.0,544.32,0.0,-0.0,105.67999999999995,0.0,64.5,0.0
51,RegionA,544.32,722.35,476.81,0.0,0.6805,0.0,0.0,544.32,0.0,-0.0,178.02999999999997,0.0,64.5,0.0
52,RegionA,544.320000449955,800.0,476.76,0.0,0.6724,0.0,0.0,544.320000449955,0.0,-0.0,255.67999955004495,0.0,64.5,0.0
53,RegionA,544.32,877.65,476.7,0.0,0.6618,0.0,0.0,544.32,0.0,-0.0,333.3299999999999,0.0,64.5,0.0
54,RegionA,544.319999550045,950.0,476.63,0.0,0.6496,0.0,0.0,544.319999550045,0.0,0.0,405.68000044995495,0.0,64.5,0.0
55,RegionA,544.320000449955,1012.13,733.16,0.0,0.6364,0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,64.5,0.0
56,RegionA,544.32,1059.81,733.03,0.0,0.6233,0.0,0.0,544.32,0.0,0.0,515.4899999999999,0.0,64.5,0.0
57,RegionA,544.32,1089.78,732.89,0.0,0.6109,0.0,0.0,544.32,0.0,0.0,545.4599999999999,0.0,64.5,0.0
58,RegionA,544.32,1100.0,732.74,0.0,0.6003,0.0,0.0,544.32,0.0,0.0,555.68,0.0,64.5,0.0
59,RegionA,487.7550004499551,1089.78,732.57,0.0,0.592,0.0,0.0,487.7550004499551,0.0,0.0,602.0249995500449,0.0,64.5,0.0
60,RegionA,469.25999955004505,1059.81,732.39,0.0,0.5866,0.0,0.0,469.25999955004505,0.0,0.0,590.550000449955,0.0,64.5,0.0
61,RegionA,465.23700044995496,1012.13,732.19,0.0,0.5845,0.0,0.0,465.23700044995496,0.0,0.0,546.892999550045,0.0,64.5,0.0
62,RegionA,444.09735000000006,950.0,731.99,0.0,0.5857,0.0,0.0,444.09735000000006,0.0,0.0,505.90264999999994,0.0,64.5,0.0
63,RegionA,414.7159504499551,877.65,731.77,0.0,0.5902,0.0,0.0,414.7159504499551,0.0,0.0,462.9340495500449,0.0,64.5,0.0
64,RegionA,328.71420000000006,800.0,731.55,0.0,0.5976,0.0,0.0,328.71420000000006,0.0,0.0,471.28579999999994,0.0,64.5,0.0
65,RegionA,330.75000044995505,722.35,1060.4,0.0,0.6073,0.0,0.0,330.75000044995505,0.0,0.0,391.59999955004497,0.0,64.5,0.0
66,RegionA,307.138499550045,650.0,1060.05,0.0,0.6188,0.0,0.0,307.138499550045,0.0,0.0,342.861500449955,0.0,64.5,0.0
67,RegionA,262.8315,587.87,1059.68,0.0,0.631,0.0,0.0,262.8315,0.0,0.0,325.0385,0.0,64.5,0.0
68,RegionA,341.469000449955,540.19,1059.29,0.0,0.6433,0.0,0.0,341.469000449955,0.0,-0.0,198.72099955004506,0.0,64.5,0.0
69,RegionA,339.3225,510.22,1058.9,0.0,0.6547,0.0,0.0,339.3225,0.0,-0.0,170.89750000000004,0.0,64.5,0.0
70,RegionA,359.950499550045,500.0,656.99,0.0,0.6644,0.0,0.0,359.950499550045,0.0,-0.0,140.04950044995502,0.0,64.5,0.0
71,RegionA,470.083500449955,510.22,656.73,0.0,0.6716,0.0,0.0,470.083500449955,0.0,-0.0,40.136499550045016,0.0,64.5,0.0
72,RegionA,459.00000044995505,540.19,474.12,0.0,0.676,0.0,0.0,459.00000044995505,0.0,-0.0,81.189999550045,0.0,64.5,0.0
73,RegionA,531.495,587.87,473.92,0.0,0.677,0.0,0.0,531.495,0.0,-0.0,56.375,0.0,64.5,0.0
74,RegionA,544.320000449955,650.0,473.72,0.0,0.6747,0.0,0.0,544.320000449955,0.0,-0.0,105.67999955004495,0.0,64.5,0.0
75,RegionA,544.32,722.35,473.51,0.0,0.6691,0.0,0.0,544.32,0.0,-0.0,178.02999999999997,0.0,64.5,0.0
76,RegionA,544.32,800.0,473.31,0.0,0.6606,0.0,0.0,544.32,0.0,-0.0,255.67999999999995,0.0,64.5,0.0
77,RegionA,544.32,877.65,473.1,0.0,0.6496,0.0,0.0,544.32,0.0,-0.0,333.3299999999999,0.0,64.5,0.0
78,RegionA,544.320000449955,950.0,472.88,0.0,0.637,0.0,0.0,544.320000449955,0.0,0.0,405.67999955004495,0.0,64.5,0.0
79,RegionA,544.319999550045,1012.13,727.18,0.0,0.6235,0.0,0.0,544.319999550045,0.0,0.0,467.81000044995494,0.0,64.5,0.0
80,RegionA,544.320000449955,1059.81,726.85,0.0,0.6099,0.0,0.0,544.320000449955,0.0,0.0,515.4899995500449,0.0,64.5,0.0
81,RegionA,544.319999550045,1089.78,726.51,0.0,0.5973,0.0,0.0,544.319999550045,0.0,0.0,545.4600004499549,0.0,64.5,0.0
82,RegionA,544.32,1100.0,726.18,0.0,0.5863,0.0,0.0,544.32,0.0,0.0,555.68,0.0,64.5,0.0
83,RegionA,527.364,1089.78,725.84,0.0,0.5777,0.0,0.0,527.364,0.0,0.0,562.4159999999999,0.0,64.5,0.0
84,RegionA,499.25699955004507,1059.81,725.5,0.0,0.5721,0.0,0.0,499.25699955004507,0.0,0.0,560.5530004499549,0.0,64.5,0.0
85,RegionA,459.8100004499551,1012.13,725.16,0.0,0.5697,0.0,0.0,459.8100004499551,0.0,0.0,552.3199995500449,0.0,64.5,0.0
86,RegionA,410.238,950.0,724.82,0.0,0.5707,0.0,0.0,410.238,0.0,0.0,539.762,0.0,64.5,0.0
87,RegionA,377.838,877.65,724.48,0.0,0.575,0.0,0.0,377.838,0.0,0.0,499.81199999999995,0.0,64.5,0.0
88,RegionA,333.35549955004507,800.0,724.14,0.0,0.5822,0.0,0.0,333.35549955004507,0.0,0.0,466.64450044995493,0.0,64.5,0.0
89,RegionA,303.35850044995505,722.35,1049.53,0.0,0.5917,0.0,0.0,303.35850044995505,0.0,0.0,418.991499550045,0.0,64.5,0.0
90,RegionA,307.624499550045,650.0,1049.05,0.0,0.603,0.0,0.0,307.624499550045,0.0,0.0,342.375500449955,0.0,64.5,0.0
91,RegionA,301.887000449955,587.87,1048.57,0.0,0.6152,0.0,0.0,301.887000449955,0.0,0.0,285.982999550045,0.0,64.5,0.0
92,RegionA,339.2955,540.19,1048.1,0.0,0.6274,0.0,0.0,339.2955,0.0,-0.0,200.89450000000005,0.0,64.5,0.0
93,RegionA,368.469,510.22,1047.64,0.0,0.6387,0.0,0.0,368.469,0.0,-0.0,141.75100000000003,0.0,64.5,0.0
94,RegionA,392.7825,500.0,649.97,0.0,0.6483,0.0,0.0,392.7825,0.0,-0.0,107.21749999999997,0.0,64.5,0.0
95,RegionA,452.76300044995503,510.22,649.7,0.0,0.6555,0.0,0.0,452.76300044995503,0.0,-0.0,57.456999550045,0.0,64.5,0.0
96,RegionA,465.628500449955,540.19,469.03,0.0,0.6598,0.0,0.0,465.628500449955,0.0,-0.0,74.56149955004503,0.0,64.5,0.0
97,RegionA,543.725999550045,587.87,468.83,0.0,0.6609,0.0,0.0,543.725999550045,0.0,-0.0,44.144000449955,0.0,64.5,0.0
98,RegionA,515.605499550045,650.0,468.65,0.0,0.6586,0.0,0.0,515.605499550045,0.0,-0.0,134.394500449955,0.0,64.5,0.0
99,RegionA,544.32,722.35,468.46,0.0,0.6531,0.0,0.0,544.32,0.0,-0.0,178.02999999999997,0.0,64.5,0.0
100,RegionA,544.319999550045,800.0,468.28,0.0,0.6446,0.0,0.0,544.319999550045,0.0,-0.0,255.68000044995495,0.0,64.5,0.0
101,RegionA,544.3199995500449,877.65,468.11,0.0,0.6338,0.0,0.0,544.3199995500449,0.0,-0.0,333.33000044995504,0.0,64.5,0.0
102,RegionA,544.320000449955,950.0,467.95,0.0,0.6212,0.0,0.0,544.320000449955,0.0,0.0,405.67999955004495,0.0,64.5,0.0
103,RegionA,544.319999550045,1012.13,719.67,0.0,0.6079,0.0,0.0,544.319999550045,0.0,0.0,467.81000044995494,0.0,64.5,0.0
104,RegionA,544.32,1059.81,719.43,0.0,0.5945,0.0,0.0,544.32,0.0,0.0,515.4899999999999,0.0,64.5,0.0
105,RegionA,544.319999550045,1089.78,719.2,0.0,0.582,0.0,0.0,544.319999550045,0.0,0.0,545.4600004499549,0.0,64.5,0.0
106,RegionA,544.319999550045,1100.0,718.99,0.0,0.5713,0.0,0.0,544.319999550045,0.0,0.0,555.680000449955,0.0,64.5,0.0
107,RegionA,530.6175004499551,1089.78,718.78,0.0,0.5629,0.0,0.0,530.6175004499551,0.0,0.0,559.1624995500449,0.0,64.5,0.0
108,RegionA,472.87800000000004,1059.81,718.59,0.0,0.5575,0.0,0.0,472.87800000000004,0.0,0.0,586.9319999999999,0.0,64.5,0.0
109,RegionA,454.207500449955,1012.13,718.4,0.0,0.5554,0.0,0.0,454.207500449955,0.0,0.0,557.922499550045,0.0,64.5,0.0
110,RegionA,396.2655000000001,950.0,718.23,0.0,0.5567,0.0,0.0,396.2655000000001,0.0,0.0,553.7344999999999,0.0,64.5,0.0
111,RegionA,378.326699550045,877.65,718.08,0.0,0.5613,0.0,0.0,378.326699550045,0.0,0.0,499.32330044995496,0.0,64.5,0.0
112,RegionA,318.991500449955,800.0,717.93,0.0,0.5688,0.0,0.0,318.991500449955,0.0,0.0,481.008499550045,0.0,64.5,0.0
113,RegionA,309.973499550045,722.35,1040.81,0.0,0.5788,0.0,0.0,309.973499550045,0.0,0.0,412.376500449955,0.0,64.5,0.0
114,RegionA,316.64249955004504,650.0,1040.64,0.0,0.5904,0.0,0.0,316.64249955004504,0.0,0.0,333.35750044995496,0.0,64.5,0.0
115,RegionA,343.08900000000006,587.87,1040.48,0.0,0.603,0.0,0.0,343.08900000000006,0.0,-0.0,244.78099999999995,0.0,64.5,0.0
116,RegionA,293.085000449955,540.19,1040.35,0.0,0.6155,0.0,0.0,293.085000449955,0.0,-0.0,247.10499955004508,0.0,64.5,0.0
117,RegionA,334.395,510.22,1040.24,0.0,0.6272,0.0,0.0,334.395,0.0,-0.0,175.82500000000005,0.0,64.5,0.0
118,RegionA,417.582,500.0,645.61,0.0,0.6373,0.0,0.0,417.582,0.0,-0.0,82.418,0.0,64.5,0.0
119,RegionA,469.867499550045,510.22,645.56,0.0,0.645,0.0,0.0,469.867499550045,0.0,-0.0,40.352500449955016,0.0,64.5,0.0
120,RegionA,465.7635,540.19,466.22,0.0,0.6498,0.0,0.0,465.7635,0.0,-0.0,74.42650000000003,0.0,64.5,0.0
121,RegionA,533.7360004499551,587.87,466.2,0.0,0.6513,0.0,0.0,533.7360004499551,0.0,-0.0,54.133999550044905,0.0,64.5,0.0
122,RegionA,544.3199995500449,650.0,466.2,0.0,0.6495,0.0,0.0,544.3199995500449,0.0,-0.0,105.68000044995506,0.0,64.5,0.0
123,RegionA,544.319999550045,722.35,466.21,0.0,0.6445,0.0,0.0,544.319999550045,0.0,-0.0,178.03000044995497,0.0,64.5,0.0
124,RegionA,544.320000449955,800.0,466.22,0.0,0.6365,0.0,0.0,544.320000449955,0.0,-0.0,255.67999955004495,0.0,64.5,0.0
125,RegionA,544.32,877.65,466.25,0.0,0.6262,0.0,0.0,544.32,0.0,-0.0,333.3299999999999,0.0,64.5,0.0
126,RegionA,544.320000449955,950.0,466.29,0.0,0.6142,0.0,0.0,544.320000449955,0.0,0.0,405.67999955004495,0.0,64.5,0.0
127,RegionA,544.319999550045,1012.13,717.43,0.0,0.6014,0.0,0.0,544.319999550045,0.0,0.0,467.81000044995494,0.0,64.5,0.0
128,RegionA,544.32,1059.81,717.52,0.0,0.5886,0.0,0.0,544.32,0.0,0.0,515.4899999999999,0.0,64.5,0.0
129,RegionA,544.32,1089.78,717.62,0.0,0.5767,0.0,0.0,544.32,0.0,0.0,545.4599999999999,0.0,64.5,0.0
130,RegionA,542.538,1100.0,717.73,0.0,0.5665,0.0,0.0,542.538,0.0,0.0,557.462,0.0,64.5,0.0
131,RegionA,541.579500449955,1089.78,717.86,0.0,0.5588,0.0,0.0,541.579500449955,0.0,0.0,548.2004995500449,0.0,64.5,0.0
132,RegionA,488.72699955004504,1059.81,718.01,0.0,0.554,0.0,0.0,488.72699955004504,0.0,0.0,571.0830004499549,0.0,64.5,0.0
133,RegionA,469.11285044995503,1012.13,718.17,0.0,0.5524,0.0,0.0,469.11285044995503,0.0,0.0,543.0171495500449,0.0,64.5,0.0
134,RegionA,419.86079955004504,950.0,718.34,0.0,0.5543,0.0,0.0,419.86079955004504,0.0,0.0,530.139200449955,0.0,64.5,0.0
135,RegionA,383.76450000000006,877.65,718.53,0.0,0.5595,0.0,0.0,383.76450000000006,0.0,0.0,493.8854999999999,0.0,64.5,0.0
136,RegionA,306.031499550045,800.0,718.73,0.0,0.5676,0.0,0.0,306.031499550045,0.0,0.0,493.968500449955,0.0,64.5,0.0
137,RegionA,307.408500449955,722.35,1042.47,0.0,0.5782,0.0,0.0,307.408500449955,0.0,0.0,414.941499550045,0.0,64.5,0.0
138,RegionA,308.339999550045,650.0,1042.81,0.0,0.5904,0.0,0.0,308.339999550045,0.0,0.0,341.660000449955,0.0,64.5,0.0
139,RegionA,305.03249955004503,587.87,1043.16,0.0,0.6036,0.0,0.0,305.03249955004503,0.0,0.0,282.837500449955,0.0,64.5,0.0
140,RegionA,307.340999550045,540.19,1043.53,0.0,0.6167,0.0,0.0,307.340999550045,0.0,-0.0,232.84900044995504,0.0,64.5,0.0
141,RegionA,368.55000044995495,510.22,1043.92,0.0,0.6291,0.0,0.0,368.55000044995495,0.0,-0.0,141.66999955004508,0.0,64.5,0.0
142,RegionA,406.080000449955,500.0,648.21,0.0,0.6397,0.0,0.0,406.080000449955,0.0,-0.0,93.91999955004502,0.0,64.5,0.0
143,RegionA,442.664999550045,510.22,648.47,0.0,0.648,0.0,0.0,442.664999550045,0.0,-0.0,67.555000449955,0.0,64.5,0.0
144,RegionA,469.78650000000005,540.19,468.54,0.0,0.6534,0.0,0.0,469.78650000000005,0.0,-0.0,70.40350000000001,0.0,64.5,0.0
145,RegionA,486.97200044995503,587.87,468.75,0.0,0.6555,0.0,0.0,486.97200044995503,0.0,-0.0,100.89799955004497,0.0,64.5,0.0
146,RegionA,544.32,650.0,468.96,0.0,0.6543,0.0,0.0,544.32,0.0,-0.0,105.67999999999995,0.0,64.5,0.0
147,RegionA,544.320000449955,722.35,469.19,0.0,0.6498,0.0,0.0,544.320000449955,0.0,-0.0,178.02999955004498,0.0,64.5,0.0
148,RegionA,544.32,800.0,469.41,0.0,0.6424,0.0,0.0,544.32,0.0,-0.0,255.67999999999995,0.0,64.5,0.0
149,RegionA,544.32,877.65,469.65,0.0,0.6327,0.0,0.0,544.32,0.0,-0.0,333.3299999999999,0.0,64.5,0.0
150,RegionA,544.3199995500449,950.0,469.89,0.0,0.6212,0.0,0.0,544.3199995500449,0.0,0.0,405.68000044995506,0.0,64.5,0.0
151,RegionA,544.320000449955,1012.13,723.29,0.0,0.609,0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,64.5,0.0
152,RegionA,544.32,1059.81,723.68,0.0,0.5967,0.0,0.0,544.32,0.0,0.0,515.4899999999999,0.0,64.5,0.0
153,RegionA,544.319999550045,1089.78,724.08,0.0,0.5853,0.0,0.0,544.319999550045,0.0,0.0,545.4600004499549,0.0,64.5,0.0
154,RegionA,544.3200004499549,1100.0,724.49,0.0,0.5756,0.0,0.0,544.3200004499549,0.0,0.0,555.6799995500451,0.0,64.5,0.0
155,RegionA,506.73600000000005,1089.78,724.9,0.0,0.5684,0.0,0.0,506.73600000000005,0.0,0.0,583.0439999999999,0.0,64.5,0.0
156,RegionA,431.811000449955,1059.81,725.32,0.0,0.564,0.0,0.0,431.811000449955,0.0,0.0,627.998999550045,0.0,64.5,0.0
157,RegionA,456.29189955004506,1012.13,725.75,0.0,0.563,0.0,0.0,456.29189955004506,0.0,0.0,555.8381004499549,0.0,64.5,0.0
158,RegionA,435.26835044995505,950.0,726.18,0.0,0.5653,0.0,0.0,435.26835044995505,0.0,0.0,514.731649550045,0.0,64.5,0.0
159,RegionA,392.607,877.65,726.62,0.0,0.5709,0.0,0.0,392.607,0.0,0.0,485.04299999999995,0.0,64.5,0.0
160,RegionA,387.665999550045,800.0,727.07,0.0,0.5794,0.0,0.0,387.665999550045,0.0,0.0,412.334000449955,0.0,64.5,0.0
161,RegionA,316.87199999999996,722.35,1054.9,0.0,0.5904,0.0,0.0,316.87199999999996,0.0,0.0,405.47800000000007,0.0,64.5,0.0
162,RegionA,345.26250000000005,650.0,1055.55,0.0,0.603,0.0,0.0,345.26250000000005,0.0,0.0,304.73749999999995,0.0,64.5,0.0
163,RegionA,285.592499550045,587.87,1056.21,0.0,0.6165,0.0,0.0,285.592499550045,0.0,0.0,302.277500449955,0.0,64.5,0.0
164,RegionA,315.238500449955,540.19,1056.88,0.0,0.6301,0.0,0.0,315.238500449955,0.0,-0.0,224.95149955004507,0.0,64.5,0.0
165,RegionA,299.9025,510.22,1057.54,0.0,0.6427,0.0,0.0,299.9025,0.0,-0.0,210.31750000000005,0.0,64.5,0.0
166,RegionA,407.80799955004505,500.0,656.82,0.0,0.6537,0.0,0.0,407.80799955004505,0.0,-0.0,92.19200044995495,0.0,64.5,0.0
167,RegionA,447.87600000000003,510.22,657.24,0.0,0.6623,0.0,0.0,447.87600000000003,0.0,-0.0,62.343999999999994,0.0,64.5,0.0
168,RegionA,449.64450044995505,540.19,474.97,0.0,0.6679,0.0,0.0,449.64450044995505,0.0,0.0,90.54549955004501,0.0,64.5,0.0
169,RegionA,530.050499550045,587.87,475.28,0.0,0.6703,0.0,0.0,530.050499550045,0.0,-0.0,57.81950044995506,0.0,64.5,0.0
170,RegionA,544.320000449955,650.0,475.58,0.0,0.6693,0.0,0.0,544.320000449955,0.0,-0.0,105.67999955004495,0.0,64.5,0.0
171,RegionA,544.32,722.35,475.88,0.0,0.665,0.0,0.0,544.32,0.0,-0.0,178.02999999999997,0.0,64.5,0.0
172,RegionA,544.319999550045,800.0,476.18,0.0,0.6578,0.0,0.0,544.319999550045,0.0,-0.0,255.68000044995495,0.0,64.5,0.0
173,RegionA,544.3200004499549,877.65,476.47,0.0,0.6483,0.0,0.0,544.3200004499549,0.0,-0.0,333.32999955004504,0.0,64.5,0.0
174,RegionA,544.32,950.0,476.77,0.0,0.637,0.0,0.0,544.32,0.0,0.0,405.67999999999995,0.0,64.5,0.0
175,RegionA,544.320000449955,1012.13,733.94,0.0,0.6248,0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,64.5,0.0
176,RegionA,544.319999550045,1059.81,734.39,0.0,0.6126,0.0,0.0,544.319999550045,0.0,0.0,515.4900004499549,0.0,64.5,0.0
177,RegionA,544.32,1089.78,734.83,0.0,0.6013,0.0,0.0,544.32,0.0,0.0,545.4599999999999,0.0,64.5,0.0
178,RegionA,544.3199995500449,1100.0,735.27,0.0,0.5917,0.0,0.0,544.3199995500449,0.0,0.0,555.6800004499551,0.0,64.5,0.0
179,RegionA,535.8825,1089.78,735.7,0.0,0.5845,0.0,0.0,535.8825,0.0,0.0,553.8974999999999,0.0,64.5,0.0
180,RegionA,460.66049999999996,1059.81,736.13,0.0,0.5802,0.0,0.0,460.66049999999996,0.0,0.0,599.1495,0.0,64.5,0.0
181,RegionA,451.23075000000006,1012.13,736.55,0.0,0.5791,0.0,0.0,451.23075000000006,0.0,0.0,560.8992499999999,0.0,64.5,0.0
182,RegionA,429.42149955004504,950.0,736.96,0.0,0.5814,0.0,0.0,429.42149955004504,0.0,0.0,520.578500449955,0.0,64.5,0.0
183,RegionA,403.64864955004504,877.65,737.36,0.0,0.5869,0.0,0.0,403.64864955004504,0.0,0.0,474.00135044995494,0.0,64.5,0.0
184,RegionA,322.083,800.0,737.76,0.0,0.5954,0.0,0.0,322.083,0.0,0.0,477.917,0.0,64.5,0.0
185,RegionA,313.834500449955,722.35,1070.31,0.0,0.6062,0.0,0.0,313.834500449955,0.0,0.0,408.51549955004504,0.0,64.5,0.0
