Hour,Region,GPU_Used,GPU_Utilization,AI_IT_Load_MW,NonAI_IT_Load_MW,IT_Load_MW,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,GridPurchase_MW,Curtailment_MW,Cost_CNY,CarbonEmission_tCO2
7,RegionC,321.65000000000003,0.5956481481481483,51.464000000000006,352.289333,403.753333,557.1795995399999,1012.13,557.1795995399999,0.0,454.9504004600001,0.0,0.0
7,RegionD,57.95,0.039368206521739134,9.196000000000002,367.372333,376.56833300000005,482.0074662400001,1012.13,482.0074662400001,0.0,530.1225337599999,0.0,0.0
7,RegionE,11.0,0.010869565217391304,1.04,428.322667,429.36266700000004,536.7033337500001,1012.13,536.7033337500001,0.0,475.4266662499999,0.0,0.0
7,RegionF,10.0,0.010351966873706004,1.0,371.44,372.44,472.9988,1012.13,472.9988,0.0,539.1312,0.0,0.0
8,RegionA,260.75,0.41388888888888886,34.72,379.82,414.53999999999996,559.629,1059.81,559.629,0.0,500.1809999999999,0.0,0.0
8,RegionB,153.51666666666665,0.2624216524216524,18.213,377.305333,395.51833300000004,533.9497495500001,1059.81,533.9497495500001,0.0,525.8602504499999,0.0,0.0
8,RegionC,326.8333333333333,0.6052469135802468,52.29333333333334,351.746667,404.04000033333335,557.57520046,1059.81,557.57520046,0.0,502.2347995399999,0.0,0.0
8,RegionD,33.300000000000054,0.022622282608695688,5.328000000000009,363.737333,369.065333,472.40362624,1059.81,472.40362624,0.0,587.40637376,0.0,0.0
8,RegionE,13.149999999999999,0.012994071146245057,1.212,394.935667,396.147667,495.18458375,1059.81,495.18458375,0.0,564.62541625,0.0,0.0
8,RegionF,77.83333333333334,0.08057280883367841,12.163333333333334,349.92,362.08333333333337,459.84583333333336,1059.81,459.84583333333336,0.0,599.9641666666666,0.0,0.0
9,RegionA,265.23333333333335,0.42100529100529105,35.35366666666667,381.911333,417.26499966666665,563.30774955,1089.78,563.30774955,0.0,526.4722504499999,0.0,0.0
9,RegionB,180.79999999999998,0.30905982905982904,21.971999999999994,376.248,398.21999999999997,537.597,1089.78,537.597,0.0,552.183,0.0,0.0
9,RegionC,286.0,0.5296296296296297,45.760000000000005,359.160667,404.920667,558.7905204599999,1089.78,558.7905204599999,0.0,530.98947954,0.0,0.0
9,RegionD,36.0,0.024456521739130436,4.800000000000001,344.891333,349.691333,447.60490624,1089.78,447.60490624,0.0,642.17509376,0.0,0.0
9,RegionE,36.0,0.03557312252964427,3.44,413.19,416.63,520.7875,1089.78,520.7875,0.0,568.9925,0.0,0.0
9,RegionF,70.31666666666668,0.07279158040027606,11.250666666666667,402.599333,413.8499996666667,525.5894995766668,1089.78,525.5894995766668,0.0,564.1905004233332,0.0,0.0
10,RegionA,280.26666666666665,0.44486772486772486,36.901333333333326,374.416667,411.3180003333333,555.27930045,1100.0,555.27930045,0.0,544.72069955,0.0,0.0
10,RegionB,232.59999999999997,0.39760683760683757,31.223999999999993,378.72,409.944,553.4244000000001,1100.0,553.4244000000001,0.0,546.5755999999999,0.0,0.0
10,RegionC,246.39999999999998,0.45629629629629626,39.42399999999999,365.219667,404.643667,558.40826046,1100.0,558.40826046,0.0,541.59173954,0.0,0.0
10,RegionD,36.0,0.024456521739130436,4.800000000000001,347.351333,352.151333,450.75370624000004,1100.0,450.75370624000004,0.0,649.24629376,0.0,0.0
10,RegionE,34.999999999999986,0.03458498023715414,3.3399999999999985,340.493333,343.833333,429.79166625,1100.0,429.79166625,0.0,670.2083337500001,0.0,0.0
10,RegionF,57.26666666666664,0.059282263630089684,9.162666666666663,352.333333,361.49599966666665,459.09991957666665,1100.0,459.09991957666665,0.0,640.9000804233333,0.0,0.0
11,RegionA,296.46666666666664,0.47058201058201055,39.706666666666635,355.858,395.56466666666665,534.0123,1089.78,534.0123,0.0,555.7677,0.0,0.0
11,RegionB,208.41666666666669,0.3562678062678063,27.659999999999993,380.863333,408.523333,551.5064995500001,1089.78,551.5064995500001,0.0,538.2735004499999,0.0,0.0
11,RegionC,284.8333333333333,0.5274691358024691,45.10666666666667,359.438,404.54466666666667,558.2716399999999,1089.78,558.2716399999999,0.0,531.50836,0.0,0.0
11,RegionD,57.0,0.03872282608695652,6.9,304.246,311.14599999999996,398.26687999999996,1089.78,398.26687999999996,0.0,691.5131200000001,0.0,0.0
11,RegionE,10.933333333333337,0.010803689064558633,0.9333333333333337,296.71,297.6433333333333,372.0541666666667,1089.78,372.0541666666667,0.0,717.7258333333333,0.0,0.0
11,RegionF,72.26666666666661,0.07481021394064866,11.562666666666658,311.191333,322.75399966666663,409.8975795766666,1089.78,409.8975795766666,0.0,679.8824204233333,0.0,0.0
12,RegionA,366.7,0.5820634920634921,49.025999999999996,331.547333,380.573333,513.77399955,1059.81,513.77399955,0.0,546.03600045,0.0,0.0
12,RegionB,319.34999999999997,0.5458974358974359,46.18799999999999,331.360333,377.548333,509.69024955000003,1059.81,509.69024955000003,0.0,550.1197504499999,0.0,0.0
12,RegionC,442.8000000000001,0.8200000000000003,70.84800000000003,331.413333,402.26133300000004,555.12063954,1059.81,555.12063954,0.0,504.68936046,0.0,0.0
12,RegionD,91.66666666666664,0.062273550724637666,12.446666666666664,271.27,283.71666666666664,363.1573333333333,1059.81,363.1573333333333,0.0,696.6526666666666,0.0,0.0
12,RegionE,21.3,0.021047430830039526,2.004,285.225333,287.229333,359.03666625,1059.81,359.03666625,0.0,700.7733337499999,0.0,0.0
12,RegionF,127.70000000000002,0.1321946169772257,19.791999999999998,335.506667,355.29866699999997,451.22930708999996,1059.81,451.22930708999996,0.0,608.5806929099999,0.0,0.0
13,RegionA,498.06666666666666,0.7905820105820106,70.273,315.802,386.07500000000005,521.2012500000001,1012.13,521.2012500000001,0.0,490.9287499999999,0.0,0.0
13,RegionB,483.4000000000001,0.8263247863247865,73.80266666666668,303.576333,377.3789996666667,509.46164955000006,1012.13,509.46164955000006,0.0,502.66835044999993,0.0,0.0
13,RegionC,534.0,0.9888888888888889,85.44,318.768667,404.208667,557.8079604599999,1012.13,557.8079604599999,0.0,454.3220395400001,0.0,0.0
13,RegionD,84.76666666666668,0.05758605072463769,12.88866666666667,289.992,302.8806666666667,387.6872533333334,1012.13,387.6872533333334,0.0,624.4427466666666,0.0,0.0
13,RegionE,59.0,0.058300395256917,5.800000000000001,239.157333,244.957333,306.19666625,1012.13,306.19666625,0.0,705.93333375,0.0,0.0
13,RegionF,114.19999999999996,0.11821946169772253,15.691999999999997,282.996,298.688,379.33376,1012.13,379.33376,0.0,632.79624,0.0,0.0
14,RegionA,488.01666666666677,0.7746296296296298,68.86400000000002,306.239333,375.103333,506.38949955000004,950.0,506.38949955000004,0.0,443.61050044999996,0.0,0.0
14,RegionB,516.3833333333333,0.8827065527065527,78.87066666666665,287.683333,366.55399966666664,494.84789955,950.0,494.84789955,0.0,455.15210045,0.0,0.0
14,RegionC,537.45,0.9952777777777778,85.27200000000002,295.744,381.0160000000001,525.80208,950.0,525.80208,0.0,424.19791999999995,0.0,0.0
14,RegionD,158.0,0.10733695652173914,25.12,209.709333,234.829333,300.58154624,950.0,300.58154624,0.0,649.4184537599999,0.0,0.0
14,RegionE,51.333333333333336,0.050724637681159424,5.131666666666668,212.674,217.80566666666667,272.25708333333336,950.0,272.25708333333336,0.0,677.7429166666666,0.0,0.0
14,RegionF,100.1,0.1036231884057971,13.436,246.254,259.69,329.8063,950.0,329.8063,0.0,620.1937,0.0,0.0
15,RegionA,622.4166666666667,0.987962962962963,90.13666666666666,274.162,364.29866666666663,491.8032,877.65,491.8032,0.0,385.8468,0.0,0.0
15,RegionB,568.7166666666666,0.972165242165242,85.696,236.227333,321.92333299999996,434.59649955,877.65,434.59649955,0.0,443.05350045,0.0,0.0
15,RegionC,538.9,0.9979629629629629,85.37599999999999,266.480667,351.85666699999996,485.56220045999993,877.65,485.56220045999993,0.0,392.08779954000005,0.0,0.0
15,RegionD,280.04999999999995,0.19025135869565216,41.528,204.339333,245.867333,314.71018624,877.65,314.71018624,0.0,562.93981376,0.0,0.0
15,RegionE,60.7,0.0599802371541502,6.0360000000000005,220.633333,226.669333,283.33666625,877.65,283.33666625,0.0,594.31333375,0.0,0.0
15,RegionF,78.60000000000002,0.08136645962732922,10.980000000000004,177.93,188.91000000000003,239.91570000000004,877.65,239.91570000000004,0.0,637.7343,0.0,0.0
16,RegionA,593.9666666666667,0.9428042328042329,86.03566666666666,229.189333,315.2249996666667,425.5537495500001,800.0,425.5537495500001,0.0,374.4462504499999,0.0,0.0
16,RegionB,496.4666666666667,0.8486609686609687,73.6,197.768,271.368,366.34680000000003,800.0,366.34680000000003,0.0,433.65319999999997,0.0,0.0
16,RegionC,513.8,0.9514814814814814,81.088,238.387667,319.475667,440.87642045999996,800.0,440.87642045999996,0.0,359.12357954000004,0.0,0.0
16,RegionD,328.20000000000005,0.22296195652173917,48.2,186.41,234.61,300.30080000000004,800.0,300.30080000000004,0.0,499.69919999999996,0.0,0.0
16,RegionE,109.41666666666666,0.10811923583662714,14.646666666666665,227.071333,241.71799966666669,302.14749958333334,800.0,302.14749958333334,0.0,497.85250041666666,0.0,0.0
16,RegionF,73.9666666666667,0.07657004830917878,10.200000000000005,162.106667,172.306667,218.82946709,800.0,218.82946709,0.0,581.17053291,0.0,0.0
17,RegionA,605.5333333333335,0.9611640211640214,85.88133333333336,217.430333,303.31166633333333,409.47074955000005,722.35,409.47074955000005,0.0,312.87925045,0.0,0.0
17,RegionB,584.1166666666667,0.9984900284900285,85.54266666666665,212.509667,298.05233366666664,402.37065044999997,722.35,402.37065044999997,0.0,319.97934955000005,0.0,0.0
17,RegionC,539.7833333333334,0.9995987654320989,85.69466666666668,256.505,342.19966666666664,472.23553999999996,722.35,472.23553999999996,0.0,250.11446000000007,0.0,0.0
17,RegionD,506.36666666666673,0.3439990942028986,76.78266666666667,167.765333,244.54799966666667,313.02143957333334,722.35,313.02143957333334,0.0,409.3285604266667,0.0,0.0
17,RegionE,65.0,0.06422924901185771,6.359999999999999,219.966,226.32600000000002,282.9075,722.35,282.9075,0.0,439.4425,0.0,0.0
17,RegionF,139.2,0.14409937888198757,19.96,160.028667,179.98866700000002,228.58560709000002,722.35,228.58560709000002,0.0,493.76439290999997,0.0,0.0
18,RegionA,601.9333333333334,0.9554497354497355,82.64566666666668,204.150333,286.79599966666666,387.17459955000004,650.0,387.17459955000004,0.0,262.82540044999996,0.0,0.0
18,RegionB,580.9,0.992991452991453,85.86933333333333,158.044667,243.91400033333332,329.28390045,650.0,329.28390045,0.0,320.71609955,0.0,0.0
18,RegionC,486.06666666666666,0.9001234567901234,76.47066666666667,193.717,270.1876666666667,372.85898000000003,650.0,372.85898000000003,0.0,277.14101999999997,0.0,0.0
18,RegionD,700.9666666666666,0.47620018115942025,108.03266666666664,128.204,236.23666666666665,302.3829333333333,650.0,302.3829333333333,0.0,347.6170666666667,0.0,0.0
18,RegionE,83.0,0.08201581027667984,8.16,192.447333,200.60733299999998,250.75916624999996,650.0,250.75916624999996,0.0,399.24083375000004,0.0,0.0
18,RegionF,271.0833333333333,0.2806245686680469,41.60666666666667,159.312667,200.91933366666666,255.16755375666665,650.0,255.16755375666665,0.0,394.8324462433334,0.0,0.0
19,RegionA,622.0666666666666,0.9874074074074073,89.30633333333331,227.419333,316.7256663333333,427.57964955,587.87,427.57964955,0.0,160.29035045,0.0,0.0
19,RegionB,582.1499999999999,0.9951282051282049,85.23466666666668,178.952333,264.1869996666667,356.65244955000003,587.87,356.65244955000003,0.0,231.21755044999998,0.0,0.0
19,RegionC,538.05,0.9963888888888888,84.824,207.644,292.468,403.60584,587.87,403.60584,0.0,184.26416,0.0,0.0
19,RegionD,899.8,0.6112771739130435,141.46600000000004,142.655667,284.121667,363.67573376,587.87,363.67573376,0.0,224.19426624,0.0,0.0
19,RegionE,157.1666666666667,0.15530303030303036,17.05933333333334,244.270667,261.3300003333333,326.66250041666666,587.87,326.66250041666666,0.0,261.20749958333334,0.0,0.0
19,RegionF,551.3666666666666,0.5707729468599033,84.66666666666666,137.827,222.49366666666666,282.56695666666667,587.87,282.56695666666667,0.0,305.30304333333333,0.0,0.0
20,RegionA,615.9333333333336,0.9776719576719581,86.30933333333334,187.096333,273.40566633333333,369.09764955,540.19,369.09764955,0.0,171.09235045000003,0.0,0.0
20,RegionB,584.5000000000001,0.9991452991452994,86.83133333333336,204.582,291.41333333333336,393.4080000000001,540.19,393.4080000000001,0.0,146.78199999999998,0.0,0.0
20,RegionC,537.1333333333334,0.9946913580246916,84.84633333333333,236.909333,321.75566633333335,444.02281954,540.19,444.02281954,0.0,96.16718046000005,0.0,0.0
20,RegionD,1041.6833333333332,0.7076653079710143,163.76933333333335,132.850667,296.62000033333334,379.67360042666667,540.19,379.67360042666667,0.0,160.5163995733334,0.0,0.0
20,RegionE,209.7,0.20721343873517786,22.35,204.61,226.96,283.7,540.19,283.7,0.0,256.49000000000007,0.0,0.0
20,RegionF,726.1,0.751656314699793,110.35599999999998,165.202,275.558,349.95866,540.19,349.95866,0.0,190.23134000000005,0.0,0.0
21,RegionA,628.9333333333333,0.9983068783068783,91.76066666666667,212.461,304.2216666666667,410.69925000000006,510.22,410.69925000000006,0.0,99.52074999999996,0.0,0.0
21,RegionB,555.5666666666664,0.9496866096866092,79.255,219.931,299.18600000000004,403.9011000000001,510.22,403.9011000000001,0.0,106.31889999999993,0.0,0.0
21,RegionC,538.5999999999999,0.9974074074074072,83.576,252.873333,336.449333,464.30007954,510.22,464.30007954,0.0,45.919920460000014,0.0,0.0
21,RegionD,1268.7,0.8618885869565218,195.33500000000004,150.805,346.14000000000004,443.0592000000001,510.22,443.0592000000001,0.0,67.16079999999994,0.0,0.0
21,RegionE,537.9166666666665,0.5315382081686428,76.01466666666666,175.528,251.54266666666666,314.42833333333334,510.22,314.42833333333334,0.0,195.79166666666669,0.0,0.0
21,RegionF,945.3499999999999,0.978623188405797,147.17899999999997,136.434333,283.613333,360.18893291,510.22,360.18893291,0.0,150.03106709000002,0.0,0.0
22,RegionA,629.8833333333333,0.9998148148148148,94.64,220.847333,315.487333,425.90789955,500.0,425.90789955,0.0,74.09210044999998,0.0,0.0
22,RegionB,584.9999999999999,0.9999999999999998,86.35600000000001,275.023333,361.379333,487.86209955,500.0,487.86209955,0.0,12.137900450000018,0.0,0.0
22,RegionC,527.1666666666663,0.9762345679012339,77.61333333333324,283.544667,361.15800033333323,498.39804045999983,500.0,498.39804045999983,0.0,1.6019595400001663,0.0,0.0
22,RegionD,1135.8333333333335,0.7716259057971016,177.11866666666668,176.678667,353.79733366666665,452.8605870933333,500.0,452.8605870933333,0.0,47.13941290666668,0.0,0.0
22,RegionE,746.4,0.7375494071146245,103.82000000000002,235.15,338.97,423.71250000000003,500.0,423.71250000000003,0.0,76.28749999999997,0.0,0.0
22,RegionF,902.6333333333334,0.9344030365769497,139.4523333333333,211.309333,350.7616663333333,445.4673162433333,500.0,445.4673162433333,0.0,54.5326837566667,0.0,0.0
23,RegionA,629.9000000000002,0.9998412698412702,89.8946666666667,221.735333,311.62999966666666,420.70049955,510.22,420.70049955,0.0,89.51950045000001,0.0,0.0
23,RegionB,584.6,0.9993162393162394,85.53033333333336,292.435667,377.9660003333334,510.2541004500001,510.22,510.22,0.034100450000096316,0.0,21.46180021656062,0.021599225030061005
23,RegionC,349.38333333333327,0.647006172839506,48.39199999999998,326.044667,374.436667,516.72260046,510.22,510.22,6.50260045999994,0.0,3973.934219119763,3.905461836275964
23,RegionD,1085.083333333333,0.7371490036231882,166.7613333333333,244.746667,411.5080003333333,526.7302404266667,510.22,510.22,16.510240426666655,0.0,6475.646500147196,7.571596259669328
23,RegionE,1010.4,0.9984189723320158,143.994,287.022667,431.016667,538.77083375,510.22,510.22,28.550833749999924,0.0,9896.004486087475,6.857910266749982
23,RegionF,965.2166666666664,0.999189095928226,147.36066666666662,240.361,387.7216666666666,492.40651666666656,510.22,492.40651666666656,0.0,17.813483333333465,0.0,0.0
24,RegionA,460.26666666666665,0.7305820105820106,66.42366666666668,297.296667,363.7203336666667,491.02245045000006,540.19,491.02245045000006,0.0,49.16754954999999,0.0,0.0
24,RegionB,352.53333333333336,0.6026210826210827,50.61333333333335,327.626,378.2393333333333,510.6231,540.19,510.6231,0.0,29.566900000000032,0.0,0.0
24,RegionC,265.5499999999998,0.49175925925925884,36.70066666666662,337.84,374.5406666666666,516.8661199999999,540.19,516.8661199999999,0.0,23.323880000000145,0.0,0.0
24,RegionD,879.1833333333335,0.5972712862318842,133.94933333333336,274.789,408.73833333333334,523.1850666666667,540.19,523.1850666666667,0.0,17.004933333333383,0.0,0.0
24,RegionE,821.0666666666665,0.8113306982872198,116.92566666666666,275.55,392.47566666666665,490.59458333333333,540.19,490.59458333333333,0.0,49.59541666666672,0.0,0.0
24,RegionF,766.8833333333334,0.7938750862663907,117.93233333333335,267.935667,385.8680003333334,490.0523604233334,540.19,490.0523604233334,0.0,50.13763957666663,0.0,0.0
25,RegionA,283.1666666666665,0.44947089947089924,42.128666666666646,345.349333,387.4779996666666,523.0952995499999,587.87,523.0952995499999,0.0,64.77470045000007,0.0,0.0
25,RegionB,308.4666666666667,0.5272934472934473,43.64666666666667,365.876333,409.52299966666664,552.85604955,587.87,552.85604955,0.0,35.01395045000004,0.0,0.0
25,RegionC,154.08333333333334,0.28533950617283954,20.11333333333333,384.88,404.99333333333334,558.8908,587.87,558.8908,0.0,28.97919999999999,0.0,0.0
25,RegionD,520.5833333333333,0.3536571557971014,77.77233333333332,312.02,389.7923333333333,498.9341866666667,587.87,498.9341866666667,0.0,88.93581333333333,0.0,0.0
25,RegionE,549.5166666666667,0.5430006587615284,77.09666666666666,322.796,399.8926666666666,499.8658333333333,587.87,499.8658333333333,0.0,88.00416666666672,0.0,0.0
25,RegionF,516.0833333333335,0.5342477570738442,79.54033333333336,328.328,407.86833333333334,517.9927833333334,587.87,517.9927833333334,0.0,69.87721666666664,0.0,0.0
26,RegionA,177.20000000000002,0.2812698412698413,27.605000000000004,392.358667,419.96366700000004,566.95095045,650.0,566.95095045,0.0,83.04904954999995,0.0,0.0
26,RegionB,98.09999999999997,0.16769230769230764,10.991333333333335,383.777667,394.76900033333334,532.9381504500001,650.0,532.9381504500001,0.0,117.06184954999992,0.0,0.0
26,RegionC,165.54999999999998,0.30657407407407405,23.804000000000002,371.44,395.244,545.43672,650.0,545.43672,0.0,104.56327999999996,0.0,0.0
26,RegionD,133.66666666666646,0.09080615942028972,18.20666666666664,366.438333,384.64499966666665,492.34559957333335,650.0,492.34559957333335,0.0,157.65440042666665,0.0,0.0
26,RegionE,280.91666666666674,0.27758563899868255,35.80666666666668,386.19,421.99666666666667,527.4958333333334,650.0,527.4958333333334,0.0,122.5041666666666,0.0,0.0
26,RegionF,313.9166666666666,0.3249654934437542,48.06933333333332,340.716,388.7853333333333,493.7573733333333,650.0,493.7573733333333,0.0,156.2426266666667,0.0,0.0
27,RegionA,81.19999999999999,0.12888888888888886,11.672,397.85,409.52200000000005,552.8547000000001,722.35,552.8547000000001,0.0,169.49529999999993,0.0,0.0
27,RegionB,74.0,0.1264957264957265,6.280000000000003,387.552,393.83200000000005,531.6732000000001,722.35,531.6732000000001,0.0,190.67679999999996,0.0,0.0
27,RegionC,236.94999999999987,0.4387962962962961,35.49999999999998,363.676,399.176,550.8628799999999,722.35,550.8628799999999,0.0,171.48712000000012,0.0,0.0
27,RegionD,64.40000000000003,0.043750000000000025,7.872333333333337,342.975333,350.84766633333334,449.0850129066667,722.35,449.0850129066667,0.0,273.26498709333333,0.0,0.0
27,RegionE,183.98333333333332,0.18180171277997365,23.678333333333335,391.1,414.77833333333336,518.4729166666667,722.35,518.4729166666667,0.0,203.8770833333333,0.0,0.0
27,RegionF,107.76666666666662,0.11155969634230499,16.80466666666666,334.62,351.42466666666667,446.30932666666666,722.35,446.30932666666666,0.0,276.04067333333336,0.0,0.0
28,RegionA,96.65,0.15341269841269842,12.780000000000003,396.64,409.42,552.7170000000001,800.0,552.7170000000001,0.0,247.2829999999999,0.0,0.0
28,RegionB,80.7,0.13794871794871796,6.750000000000002,386.12,392.87,530.3745,800.0,530.3745,0.0,269.6255,0.0,0.0
28,RegionC,220.9833333333334,0.40922839506172853,34.20266666666668,369.153333,403.35599966666666,556.6312795399999,800.0,556.6312795399999,0.0,243.36872046000008,0.0,0.0
28,RegionD,93.24999999999994,0.06334918478260866,14.511999999999992,320.44,334.952,428.73856,800.0,428.73856,0.0,371.26144,0.0,0.0
28,RegionE,67.98333333333343,0.06717720685112,7.84933333333335,399.183667,407.03300033333335,508.7912504166667,800.0,508.7912504166667,0.0,291.2087495833333,0.0,0.0
28,RegionF,43.83333333333336,0.04537612146307801,6.453333333333337,258.082,264.5353333333333,335.9598733333333,800.0,335.9598733333333,0.0,464.0401266666667,0.0,0.0
29,RegionA,42.8666666666666,0.06804232804232795,3.51199999999999,379.377333,382.889333,516.90059955,877.65,516.90059955,0.0,360.74940044999994,0.0,0.0
29,RegionB,55.5,0.09487179487179487,4.44,386.485333,390.925333,527.7491995500001,877.65,527.7491995500001,0.0,349.9008004499999,0.0,0.0
