Hour,Region,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,GridPurchase_MW,GridSell_MW,NetGridImport_MW,Curtailment_MW,SOC_MWh,Cost_CNY,CarbonEmission_tCO2
3,RegionB,531.36,722.35,531.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.99,144.0,0.0,0.0
3,RegionC,536.544,722.35,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.80600000000004,135.0,0.0,0.0
3,RegionD,523.916799573376,722.35,523.916799573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,18.433200426624012,405.0,-39319.2,0.0
3,RegionE,545.0,722.35,545.0,0.0,0.0,0.0,0.0,0.0,177.35000000000002,-177.35000000000002,0.0,370.0,-34233.870500000005,0.0
3,RegionF,547.4335,722.35,547.4335,0.0,0.0,0.0,0.0,0.0,174.91650000000004,-174.91650000000004,0.0,382.5,-35543.03280000001,0.0
4,RegionA,544.319999550045,800.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.68000044995495,157.5,0.0,0.0
4,RegionB,531.360000449955,800.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.639999550045,144.0,0.0,0.0
4,RegionC,536.544,800.0,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.456,135.0,0.0,0.0
4,RegionD,588.211200426624,800.0,588.211200426624,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,31.788799573375968,405.0,-39344.4,0.0
4,RegionE,556.687499583375,800.0,556.687499583375,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,23.31250041662497,370.0,-42495.2,0.0
4,RegionF,559.1428999999999,800.0,559.1428999999999,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,20.85710000000006,382.5,-44732.600000000006,0.0
5,RegionA,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0
5,RegionB,531.359999550045,877.65,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.29000044995496,144.0,0.0,0.0
5,RegionC,536.5439995400459,877.65,536.5439995400459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.1060004599541,135.0,0.0,0.0
5,RegionD,589.3631995733759,877.65,589.3631995733759,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,108.28680042662404,405.0,-39369.6,0.0
5,RegionE,570.3125,877.65,570.3125,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,87.33749999999998,370.0,-42521.6,0.0
5,RegionF,592.518499576709,877.65,592.518499576709,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,65.13150042329096,382.5,-44761.200000000004,0.0
6,RegionA,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.67999955004495,157.5,0.0,0.0
6,RegionB,531.36,950.0,531.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.64,144.0,0.0,0.0
6,RegionC,536.544,950.0,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.456,135.0,0.0,0.0
6,RegionD,587.3408000000001,950.0,587.3408000000001,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,182.65919999999994,405.0,-39394.8,0.0
6,RegionE,591.887500416625,950.0,591.887500416625,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,138.11249958337498,370.0,-42550.2,0.0
6,RegionF,613.7783004232911,950.0,613.7783004232911,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,116.22169957670894,382.5,-44789.8,0.0
7,RegionA,544.320000449955,1012.13,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955004495,157.5,0.0,0.0
7,RegionB,531.359999550045,1012.13,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.770000449955,144.0,0.0,0.0
7,RegionC,536.5439995400459,1012.13,536.5439995400459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.5860004599541,135.0,0.0,0.0
7,RegionD,607.411199573376,1012.13,607.411199573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,224.71880042662394,405.0,-60645.600000000006,0.0
7,RegionE,585.0250004166251,1012.13,585.0250004166251,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,207.10499958337493,370.0,-65502.8,0.0
7,RegionF,570.3951,1012.13,570.3951,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,221.73490000000004,382.5,-68950.20000000001,0.0
8,RegionA,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,157.5,0.0,0.0
8,RegionB,531.359999550045,1059.81,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.4500004499549,144.0,0.0,0.0
8,RegionC,536.544000459954,1059.81,536.544000459954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.265999540046,135.0,0.0,0.0
8,RegionD,580.313599573376,1059.81,580.313599573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,299.49640042662395,405.0,-60683.4,0.0
8,RegionE,549.1500004166251,1059.81,549.1500004166251,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,290.6599995833749,370.0,-65544.6,0.0
8,RegionF,561.6194,1059.81,561.6194,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,278.1905999999999,382.5,-68994.2,0.0
9,RegionA,544.319999550045,1089.78,544.319999550045,38.57273599469777,0.0,38.57273599469777,0.0,0.0,0.0,0.0,506.88726445525714,193.37264447506894,0.0,0.0
9,RegionB,531.36,1089.78,531.36,34.715462395227995,0.0,34.715462395227995,0.0,0.0,0.0,0.0,523.704537604772,176.28538002756204,0.0,0.0
9,RegionC,536.544000459954,1089.78,536.544000459954,32.786825595493106,0.0,32.786825595493106,0.0,0.0,0.0,0.0,520.4491739445529,165.49174780380858,0.0,0.0
9,RegionD,548.3391995733759,1089.78,548.3391995733759,100.2891135862142,0.0,100.2891135862142,0.0,0.0,180.0,-180.0,261.15168684040987,499.27176677104137,-60719.399999999994,0.0
9,RegionE,566.0125,1089.78,566.0125,92.57456638727464,0.0,92.57456638727464,0.0,0.0,220.0,-220.0,211.19293361272526,457.02009240403817,-65586.4,0.0
9,RegionF,554.608999576709,1089.78,554.608999576709,96.43183998674442,0.0,96.43183998674442,0.0,0.0,220.0,-220.0,218.7391604365465,473.14592958753974,-69036.0,0.0
10,RegionA,531.7110004499551,1100.0,531.7110004499551,38.57273599469777,0.0,38.57273599469777,0.0,0.0,0.0,0.0,529.7162635553472,229.24528895013788,0.0,0.0
10,RegionB,531.36,1100.0,531.36,34.715462395227995,0.0,34.715462395227995,0.0,0.0,0.0,0.0,533.924537604772,208.57076005512408,0.0,0.0
10,RegionC,536.544000459954,1100.0,536.544000459954,32.786825595493106,0.0,32.786825595493106,0.0,0.0,0.0,0.0,530.6691739445529,195.98349560761716,0.0,0.0
10,RegionD,541.8367995733761,1100.0,541.8367995733761,100.2891135862142,0.0,100.2891135862142,0.0,0.0,180.0,-180.0,277.87408684040975,593.5435335420827,-60759.0,0.0
10,RegionE,533.087499583375,1100.0,533.087499583375,92.57456638727464,0.0,92.57456638727464,0.0,0.0,220.0,-220.0,254.33793402935032,544.0401848080763,-65626.0,0.0
10,RegionF,513.689599576709,1100.0,513.689599576709,96.43183998674442,0.0,96.43183998674442,0.0,0.0,220.0,-220.0,269.87856043654654,563.7918591750795,-69080.0,0.0
11,RegionA,506.1015,1089.78,506.1015,38.57273599469777,0.0,38.57273599469777,0.0,0.0,0.0,0.0,545.1057640053023,265.1179334252068,0.0,0.0
11,RegionB,531.359999550045,1089.78,531.359999550045,34.715462395227995,0.0,34.715462395227995,0.0,0.0,0.0,0.0,523.704538054727,240.85614008268612,0.0,0.0
11,RegionC,527.8499999999999,1089.78,527.8499999999999,32.786825595493106,0.0,32.786825595493106,0.0,0.0,0.0,0.0,529.1431744045069,226.47524341142574,0.0,0.0
11,RegionD,488.7296,1089.78,488.7296,100.2891135862142,0.0,100.2891135862142,0.0,0.0,180.0,-180.0,320.7612864137858,687.8153003131241,-60795.0,0.0
11,RegionE,452.5875,1089.78,452.5875,92.57456638727464,0.0,92.57456638727464,0.0,0.0,220.0,-220.0,324.6179336127253,631.0602772121144,-65663.40000000001,0.0
11,RegionF,456.552299576709,1089.78,456.552299576709,96.43183998674442,0.0,96.43183998674442,0.0,0.0,220.0,-220.0,316.7958604365466,654.4377887626192,-69119.6,0.0
12,RegionA,466.47899955004505,1059.81,466.47899955004505,38.57273599469777,0.0,38.57273599469777,0.0,0.0,0.0,0.0,554.7582644552572,300.9905779002757,0.0,0.0
12,RegionB,482.38199955004507,1059.81,482.38199955004507,34.715462395227995,0.0,34.715462395227995,0.0,0.0,0.0,0.0,542.7125380547269,273.14152011024817,0.0,0.0
12,RegionC,474.416399540046,1059.81,474.416399540046,32.786825595493106,0.0,32.786825595493106,0.0,0.0,0.0,0.0,552.6067748644608,256.9669912152343,0.0,0.0
12,RegionD,452.16,1059.81,452.16,100.2891135862142,0.0,100.2891135862142,0.0,0.0,180.0,-180.0,327.3608864137857,782.0870670841655,-60831.0,0.0
12,RegionE,443.684999583375,1059.81,443.684999583375,92.57456638727464,0.0,92.57456638727464,0.0,0.0,220.0,-220.0,303.5504340293503,718.0803696161527,-65703.0,0.0
12,RegionF,475.13240042329096,1059.81,475.13240042329096,96.43183998674442,0.0,96.43183998674442,0.0,0.0,220.0,-220.0,268.24575958996456,745.083718350159,-69161.4,0.0
13,RegionA,443.66670000000005,1012.13,443.66670000000005,38.57273599469777,0.0,38.57273599469777,0.0,0.0,0.0,0.0,529.8905640053022,336.8632223753446,0.0,0.0
13,RegionB,443.236049550045,1012.13,443.236049550045,34.715462395227995,0.0,34.715462395227995,0.0,0.0,0.0,0.0,534.178488054727,305.4269001378102,0.0,0.0
13,RegionC,464.811600459954,1012.13,464.811600459954,32.786825595493106,0.0,32.786825595493106,0.0,0.0,0.0,0.0,514.5315739445529,287.4587390190429,0.0,0.0
13,RegionD,453.54240000000004,1012.13,453.54240000000004,100.2891135862142,0.0,100.2891135862142,0.0,0.0,180.0,-180.0,278.2984864137858,876.3588338552069,-60866.99999999999,0.0
13,RegionE,430.681249583375,1012.13,430.681249583375,92.57456638727464,0.0,92.57456638727464,0.0,0.0,220.0,-220.0,268.8741840293503,805.1004620201909,-65742.59999999999,0.0
13,RegionF,445.86652,1012.13,445.86652,96.43183998674442,0.0,96.43183998674442,0.0,0.0,220.0,-220.0,249.83164001325565,835.7296479376987,-69203.2,0.0
14,RegionA,423.08729955004503,950.0,423.08729955004503,14.125567338339133,0.0,14.125567338339133,0.0,0.0,0.0,0.0,512.7871331116158,350.0,0.0,0.0
14,RegionB,422.43389955004506,950.0,422.43389955004506,15.66999985181698,0.0,15.66999985181698,0.0,0.0,0.0,0.0,511.89610059813805,320.0,0.0,0.0
14,RegionC,429.90311999999994,950.0,429.90311999999994,13.485226861244168,0.0,13.485226861244168,0.0,0.0,0.0,0.0,506.6116531387559,300.0,0.0,0.0
14,RegionD,390.131199573376,950.0,390.131199573376,25.150176749779945,0.0,25.150176749779945,0.0,0.0,180.0,-180.0,354.718623676844,900.0,-60903.00000000001,0.0
14,RegionE,399.73,950.0,399.73,15.850572318945863,0.0,15.850572318945863,0.0,0.0,220.0,-220.0,314.4194276810541,820.0,-65782.2,0.0
14,RegionF,398.68221,950.0,398.68221,15.181225598192873,0.0,15.181225598192873,0.0,0.0,220.0,-220.0,316.13656440180716,850.0,-69242.8,0.0
15,RegionA,379.06649999999996,877.65,379.06649999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.5835,350.0,0.0,0.0
15,RegionB,377.500499550045,877.65,377.500499550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.149500449955,320.0,0.0,0.0
15,RegionC,386.56422045995396,877.65,386.56422045995396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.085779540046,300.0,0.0,0.0
15,RegionD,388.651519573376,877.65,388.651519573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,308.998480426624,900.0,-60937.200000000004,0.0
15,RegionE,371.30249958337504,877.65,371.30249958337504,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,286.34750041662494,820.0,-65817.40000000001,0.0
15,RegionF,353.42830000000004,877.65,353.42830000000004,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,304.22169999999994,850.0,-69282.40000000001,0.0
16,RegionA,334.04399955004504,800.0,334.04399955004504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.95600044995496,350.0,0.0,0.0
16,RegionB,341.65935,800.0,341.65935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.34065,320.0,0.0,0.0
16,RegionC,342.13098045995395,800.0,342.13098045995395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.86901954004605,300.0,0.0,0.0
16,RegionD,334.78400000000005,800.0,334.78400000000005,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,285.21599999999995,900.0,-60969.600000000006,0.0
16,RegionE,336.337499583375,800.0,336.337499583375,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,243.662500416625,820.0,-65854.79999999999,0.0
16,RegionF,307.390800423291,800.0,307.390800423291,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,272.609199576709,850.0,-69322.0,0.0
17,RegionA,316.91249955004497,722.35,316.91249955004497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.43750044995505,350.0,0.0,0.0
17,RegionB,344.73600044995504,722.35,344.73600044995504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.613999550045,320.0,0.0,0.0
17,RegionC,368.80499999999995,722.35,368.80499999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.5450000000001,300.0,0.0,0.0
17,RegionD,308.671999573376,722.35,308.671999573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,233.678000426624,900.0,-88455.6,0.0
17,RegionE,343.725,722.35,343.725,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,158.625,820.0,-95541.59999999999,0.0
17,RegionF,331.736700423291,722.35,331.736700423291,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,170.61329957670904,850.0,-100568.6,0.0
18,RegionA,299.443499550045,650.0,299.443499550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.556500449955,350.0,0.0,0.0
18,RegionB,291.10050044995506,650.0,291.10050044995506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.89949955004494,320.0,0.0,0.0
18,RegionC,293.0016,650.0,293.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.9984,300.0,0.0,0.0
18,RegionD,262.92480000000006,650.0,262.92480000000006,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,207.07519999999994,900.0,-88502.4,0.0
18,RegionE,278.762499583375,650.0,278.762499583375,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,151.23750041662498,820.0,-95592.2,0.0
18,RegionF,310.273700423291,650.0,310.273700423291,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,119.72629957670898,850.0,-100623.6,0.0
19,RegionA,386.49149955004503,587.87,386.49149955004503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.37850044995497,350.0,0.0,0.0
19,RegionB,336.973499550045,587.87,336.973499550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.896500449955,320.0,0.0,0.0
19,RegionC,312.7908,587.87,312.7908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0792,300.0,0.0,0.0
19,RegionD,293.09440042662396,587.87,293.09440042662396,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,114.77559957337604,900.0,-88549.2,0.0
19,RegionE,322.825000416625,587.87,322.825000416625,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,45.04499958337499,820.0,-95640.6,0.0
19,RegionF,271.93240000000003,587.87,271.93240000000003,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,95.93759999999997,850.0,-100674.2,0.0
20,RegionA,330.884999550045,540.19,330.884999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.30500044995506,350.0,0.0,0.0
20,RegionB,356.076,540.19,356.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.11400000000003,320.0,0.0,0.0
20,RegionC,349.69199954004597,540.19,349.69199954004597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.49800045995408,300.0,0.0,0.0
20,RegionD,279.11680042662397,540.19,279.11680042662397,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,81.07319957337609,900.0,-88592.4,0.0
20,RegionE,292.7625,540.19,292.7625,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,27.427500000000066,820.0,-95689.0,0.0
20,RegionF,319.8495,540.19,319.8495,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,0.34050000000007685,850.0,-100724.79999999999,0.0
21,RegionA,376.12350000000004,510.22,376.12350000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0965,350.0,0.0,0.0
21,RegionB,375.327,510.22,375.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.89300000000003,320.0,0.0,0.0
21,RegionC,364.595999540046,510.22,364.595999540046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.624000459954,300.0,0.0,0.0
21,RegionD,307.49440000000004,510.22,307.49440000000004,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,22.725599999999986,900.0,-88635.6,0.0
21,RegionE,309.54999999999995,510.22,309.54999999999995,0.0,0.0,0.0,0.0,0.0,200.67000000000007,-200.67000000000007,0.0,820.0,-87323.55720000004,0.0
21,RegionF,325.399399576709,510.22,325.399399576709,0.0,0.0,0.0,0.0,0.0,184.820600423291,-184.820600423291,0.0,850.0,-84660.77243589691,0.0
22,RegionA,388.00349955004503,500.0,388.00349955004503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.99650044995497,350.0,0.0,0.0
22,RegionB,423.629999550045,500.0,423.629999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.370000449955,320.0,0.0,0.0
22,RegionC,400.51740045995393,500.0,400.51740045995393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.48259954004607,300.0,0.0,0.0
22,RegionD,349.82400042662397,500.0,349.82400042662397,0.0,0.0,0.0,0.0,0.0,150.17599957337603,-150.17599957337603,0.0,900.0,-45922.31890954266,0.0
22,RegionE,361.82500000000005,500.0,361.82500000000005,0.0,0.0,0.0,0.0,0.0,138.17499999999995,-138.17499999999995,0.0,820.0,-37339.03024999999,0.0
22,RegionF,368.45239957670896,500.0,368.45239957670896,0.0,0.0,0.0,0.0,0.0,131.54760042329104,-131.54760042329104,0.0,850.0,-37418.71494040514,0.0
23,RegionA,408.92849955004505,510.22,408.92849955004505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.29150044995498,350.0,0.0,0.0
23,RegionB,444.7440004499551,510.22,444.7440004499551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.47599955004495,320.0,0.0,0.0
23,RegionC,455.66220045995397,510.22,455.66220045995397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55779954004606,300.0,0.0,0.0
23,RegionD,412.64640042662404,510.22,412.64640042662404,0.0,0.0,0.0,0.0,0.0,97.57359957337599,-97.57359957337599,0.0,900.0,-29850.691317482917,0.0
23,RegionE,405.450000416625,510.22,405.450000416625,0.0,0.0,0.0,0.0,0.0,104.76999958337501,-104.76999958337501,0.0,820.0,-28325.61708736127,0.0
23,RegionF,391.4902,510.22,391.4902,0.0,0.0,0.0,0.0,0.0,118.72980000000001,-118.72980000000001,0.0,850.0,-33788.126484,0.0
24,RegionA,478.15650044995505,540.19,478.15650044995505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.03349955004501,350.0,0.0,0.0
24,RegionB,460.2015,540.19,460.2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98850000000004,320.0,0.0,0.0
24,RegionC,471.4355999999999,540.19,471.4355999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75440000000015,300.0,0.0,0.0
24,RegionD,459.1488,540.19,459.1488,0.0,0.0,0.0,0.0,0.0,81.04120000000006,-81.04120000000006,0.0,900.0,-17913.346848000012,0.0
24,RegionE,404.9875,540.19,404.9875,0.0,0.0,0.0,0.0,0.0,135.20250000000004,-135.20250000000004,0.0,820.0,-26410.456350000008,0.0
24,RegionF,451.967600423291,540.19,451.967600423291,0.0,0.0,0.0,0.0,0.0,88.22239957670905,-88.22239957670905,0.0,850.0,-18140.289800962917,0.0
25,RegionA,495.679499550045,587.87,495.679499550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.19050044995498,350.0,0.0,0.0
25,RegionB,531.359999550045,587.87,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.51000044995499,320.0,0.0,0.0
25,RegionC,536.544,587.87,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.32600000000002,300.0,0.0,0.0
25,RegionD,479.30879999999996,587.87,479.30879999999996,0.0,0.0,0.0,0.0,0.0,108.56120000000004,-108.56120000000004,0.0,900.0,-24007.223768000007,0.0
25,RegionE,487.125,587.87,487.125,0.0,0.0,0.0,0.0,0.0,100.745,-100.745,0.0,820.0,-19688.595350000003,0.0
25,RegionF,490.44859999999994,587.87,490.44859999999994,0.0,0.0,0.0,0.0,0.0,97.42140000000006,-97.42140000000006,0.0,850.0,-20040.556194000015,0.0
26,RegionA,544.320000449955,650.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.67999955004495,350.0,0.0,0.0
26,RegionB,531.360000449955,650.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.63999955004499,320.0,0.0,0.0
26,RegionC,536.544,650.0,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.45600000000002,300.0,0.0,0.0
26,RegionD,534.271999573376,650.0,534.271999573376,0.0,0.0,0.0,0.0,0.0,115.72800042662402,-115.72800042662402,0.0,900.0,-25602.50553438203,0.0
26,RegionE,536.2625,650.0,536.2625,0.0,0.0,0.0,0.0,0.0,113.73749999999995,-113.73749999999995,0.0,820.0,-22236.81862499999,0.0
26,RegionF,546.9254999999999,650.0,546.9254999999999,0.0,0.0,0.0,0.0,0.0,103.07450000000006,-103.07450000000006,0.0,850.0,-21212.732100000012,0.0
27,RegionA,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,350.0,0.0,0.0
27,RegionB,531.36,722.35,531.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.99,320.0,0.0,0.0
27,RegionC,536.544,722.35,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.80600000000004,300.0,0.0,0.0
27,RegionD,535.667199573376,722.35,535.667199573376,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,6.682800426623999,900.0,-39837.6,0.0
27,RegionE,556.25,722.35,556.25,0.0,0.0,0.0,0.0,0.0,166.10000000000002,-166.10000000000002,0.0,820.0,-32487.499000000003,0.0
27,RegionF,584.835,722.35,584.835,0.0,0.0,0.0,0.0,0.0,137.515,-137.515,0.0,850.0,-28310.21305,0.0
28,RegionA,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,350.0,0.0,0.0
28,RegionB,531.36,800.0,531.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.64,320.0,0.0,0.0
28,RegionC,536.5439995400459,800.0,536.5439995400459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.4560004599541,300.0,0.0,0.0
28,RegionD,589.5168,800.0,589.5168,0.0,0.0,0.0,0.0,0.0,180.0,-180.0,30.48320000000001,900.0,-39852.0,0.0
28,RegionE,567.500000416625,800.0,567.500000416625,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,12.499999583375029,820.0,-43045.2,0.0
28,RegionF,529.7043000000001,800.0,529.7043000000001,0.0,0.0,0.0,0.0,0.0,220.0,-220.0,50.2956999999999,850.0,-45309.0,0.0
29,RegionA,544.319999550045,877.65,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3300004499549,350.0,0.0,0.0
29,RegionB,531.359999550045,877.65,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.29000044995496,320.0,0.0,0.0
29,RegionC,536.544,877.65,536.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.106,300.0,0.0,0.0
