Hour,Region,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,GridSell_MW,Curtailment_MW,GridPurchase_MW,NetImport_MW,Cost_CNY,CarbonEmission_tCO2
2,RegionF,508.7493,650.0,315.4246,66.9151,147.2132,120.4472,253.3247,106.1115,36055.967874,71.10824329
3,RegionA,544.32,722.35,65.3184,0.0,0.0,657.0316,479.0016,479.0016,224608.640256,318.536064
3,RegionB,531.36,722.35,79.704,0.0,0.0,642.646,451.656,451.656,202965.17328,280.9751976
3,RegionC,536.544,722.35,96.5779,0.0,0.0,625.7721,439.9661,439.9661,191979.207735,259.579999
3,RegionD,523.9168,722.35,189.1456,25.1485,180.0,328.0559,397.1712,217.1712,71908.59456000001,178.92562560000002
3,RegionE,545.0,722.35,299.75,53.1707,203.1861,166.2432,302.85,99.6639,35728.305116999996,71.4726
3,RegionF,547.4335,722.35,338.2896,76.8121,168.9866,138.2618,269.1439,100.1573,35776.60026899999,75.06423370999998
4,RegionA,544.32,800.0,65.3184,0.0,0.0,734.6816,479.0016,479.0016,224757.130752,315.08725248
4,RegionB,531.36,800.0,79.704,0.0,0.0,720.296,451.656,451.656,203096.15352000002,277.94910239999996
4,RegionC,536.544,800.0,96.5779,0.0,0.0,703.4221,439.9661,439.9661,192102.398243,256.76421596
4,RegionD,588.2112,800.0,214.1202,0.0,180.0,405.8798,374.091,194.091,65487.12093000001,166.6949496
4,RegionE,556.6875,800.0,306.1781,0.0,220.0,273.8219,250.5094,30.5094,19540.947816,58.468893959999996
4,RegionF,559.1429,800.0,342.1739,0.0,220.0,237.8261,220.767,0.767,12816.941559999992,60.90961529999999
5,RegionA,544.32,877.65,65.3184,0.0,0.0,812.3316,479.0016,479.0016,224900.831232,310.53673728
5,RegionB,531.36,877.65,79.704,0.0,0.0,797.946,451.656,451.656,203227.13376,273.8841984
5,RegionC,536.544,877.65,96.5779,0.0,0.0,781.0721,439.9661,439.9661,192225.588751,253.02450410999995
5,RegionD,589.3632,877.65,217.3494,0.0,180.0,480.3006,372.0138,192.0138,64946.789658000016,163.35125958
5,RegionE,570.3125,877.65,313.6719,0.0,220.0,343.9781,256.6406,36.6406,21073.940680000007,59.02733800000001
5,RegionF,592.5185,877.65,356.9488,0.0,220.0,300.7012,235.5697,15.5697,16684.800547999992,64.05140143
6,RegionA,544.32,950.0,65.3184,0.0,0.0,884.6816,479.0016,479.0016,225044.531712,305.1240192
6,RegionB,531.36,950.0,79.704,0.0,0.0,870.296,451.656,451.656,203353.59744,269.1418104
6,RegionC,536.544,950.0,96.5779,0.0,0.0,853.4221,439.9661,439.9661,192348.779259,248.62484311
6,RegionD,587.3408,950.0,220.2528,0.0,180.0,549.7472,367.088,187.088,63606.42191999999,158.398472
6,RegionE,591.8875,950.0,325.5381,0.0,220.0,404.4619,266.3494,46.3494,23493.79722400001,60.1949644
6,RegionF,613.7783,950.0,362.1292,0.0,220.0,367.8708,251.6491,31.6491,20893.131590999998,67.21547461
7,RegionA,544.32,1012.13,65.3184,0.0,0.0,946.8116,479.0016,479.0016,346442.697216,299.28019968
7,RegionB,531.36,1012.13,79.704,0.0,0.0,932.426,451.656,451.656,313051.80672,263.992932
7,RegionC,536.544,1012.13,96.5779,0.0,0.0,915.5521,439.9661,439.9661,296110.38428299996,243.87320923
7,RegionD,607.4112,1012.13,232.1741,0.0,180.0,599.9559,375.2371,195.2371,101438.06534499998,158.83786443
7,RegionE,585.025,1012.13,349.0186,0.0,220.0,443.1114,236.0064,16.0064,24585.563008000012,52.32261888000001
7,RegionF,570.3951,1012.13,328.279,0.0,220.0,463.851,242.1161,22.1161,28334.470140999983,63.434418199999996
8,RegionA,544.32,1059.81,65.3184,0.0,0.0,994.4916,479.0016,479.0016,346658.247936,293.43638016
8,RegionB,531.36,1059.81,79.704,0.0,0.0,980.106,451.656,451.656,313250.53536,258.84405360000005
8,RegionC,536.544,1059.81,96.5779,0.0,0.0,963.2321,439.9661,439.9661,296295.17004500004,239.12157534999997
8,RegionD,580.3136,1059.81,226.3223,0.0,180.0,653.4877,353.9913,173.9913,92318.71968600003,146.9063895
8,RegionE,549.15,1059.81,351.456,0.0,220.0,488.354,197.694,-22.306,9966.600239999985,42.9786756
8,RegionF,561.6194,1059.81,314.5069,0.0,220.0,525.3031,247.1125,27.1125,30359.85175,63.48320125000001
9,RegionA,544.32,1089.78,69.5448,0.0,0.0,1020.2352,474.7752,474.7752,343813.208832,285.48232776
9,RegionB,531.36,1089.78,83.8298,0.0,0.0,1005.9502,447.5302,447.5302,310581.483498,251.7357375
9,RegionC,536.544,1089.78,100.744,0.0,0.0,989.036,435.8,435.8,293672.54600000003,232.45572
9,RegionD,548.3392,1089.78,218.1099,0.0,180.0,691.6701,330.2293,150.2293,82098.16766400001,134.53541682
9,RegionE,566.0125,1089.78,383.3485,0.0,220.0,486.4315,182.664,-37.336,4227.780799999993,38.9804976
9,RegionF,554.609,1089.78,301.9684,0.0,220.0,567.8116,252.6406,32.6406,32603.839785999997,63.715959319999996
10,RegionA,531.711,1100.0,71.781,0.0,0.0,1028.219,459.93,459.93,333269.8773,272.140581
10,RegionB,531.36,1100.0,87.6744,0.0,0.0,1012.3256,443.6856,443.6856,308099.717496,245.5799796
10,RegionC,536.544,1100.0,104.6261,0.0,0.0,995.3739,431.9179,431.9179,291237.92079099995,226.71370571
10,RegionD,541.8368,1100.0,219.4439,0.0,180.0,700.5561,322.3929,142.3929,78756.52747500001,129.21507431999999
10,RegionE,533.0875,1100.0,376.2982,0.0,220.0,503.7018,156.7893,-63.2107,-5665.068001,32.925753
10,RegionF,513.6896,1100.0,272.2555,0.0,220.0,607.7445,241.4341,21.4341,28111.711295999994,59.899800209999995
11,RegionA,506.1015,1089.78,71.4682,0.0,0.0,1018.3118,434.6333,434.6333,315126.527832,254.04316385
11,RegionB,531.36,1089.78,90.9758,0.0,0.0,998.8042,440.3842,440.3842,305992.15368600003,240.80208055999998
11,RegionC,527.85,1089.78,106.2104,0.0,0.0,983.5696,421.6396,421.6396,284476.021724,218.62013259999998
11,RegionD,488.7296,1089.78,200.9721,0.0,180.0,708.8079,287.7575,107.7575,63806.87507499999,113.92319425
11,RegionE,452.5875,1089.78,327.613,0.0,220.0,542.167,124.9745,-95.0255,-17840.657830000004,25.919711300000003
11,RegionF,456.5523,1089.78,236.2994,0.0,220.0,633.4806,220.2529,0.2529,19598.268120000008,53.983985790000006
12,RegionA,466.479,1059.81,68.097,0.0,0.0,991.713,398.382,398.382,289018.17336,231.14123640000003
12,RegionB,482.382,1059.81,84.89,0.0,0.0,974.92,397.492,397.492,276356.313,215.7189084
12,RegionC,474.4164,1059.81,97.7207,0.0,0.0,962.0893,376.6957,376.6957,254307.26707,193.88527679
12,RegionD,452.16,1059.81,188.0899,0.0,180.0,691.7201,264.0701,84.0701,53582.65222700001,103.77954930000001
12,RegionE,443.685,1059.81,323.89,0.0,220.0,515.92,119.795,-100.205,-19834.692450000002,24.6657905
12,RegionF,475.1324,1059.81,241.3855,0.0,220.0,598.4245,233.7469,13.7469,25047.950576000017,56.87062077
13,RegionA,443.6667,1012.13,66.0965,0.0,0.0,946.0335,377.5702,377.5702,274078.20818,218.65090281999997
13,RegionB,443.236,1012.13,79.3294,0.0,0.0,932.8006,363.9066,363.9066,253155.26535600002,197.12820522
13,RegionC,464.8116,1012.13,97.1353,0.0,0.0,914.9947,367.6763,367.6763,248361.66388700003,188.87531531000002
13,RegionD,453.5424,1012.13,190.0242,0.0,180.0,642.1058,263.5182,83.5182,53376.04524599999,103.37818985999999
13,RegionE,430.6812,1012.13,311.7558,0.0,220.0,480.3742,118.9254,-101.0746,-20179.900751999994,24.439169699999997
13,RegionF,445.8665,1012.13,223.8448,0.0,220.0,568.2852,222.0217,2.0217,20333.711175999997,53.90686876
14,RegionA,423.0873,950.0,63.4631,0.0,0.0,886.5369,359.6242,359.6242,261202.248944,209.08550988
14,RegionB,422.4339,950.0,76.0381,0.0,0.0,873.9619,346.3958,346.3958,241112.260548,188.40467562000003
14,RegionC,429.9031,950.0,90.2797,0.0,0.0,859.7203,339.6234,339.6234,229544.663592,175.14378738000002
14,RegionD,390.1312,950.0,163.8551,0.0,180.0,606.1449,226.2761,46.2761,37251.046658,89.10752818
14,RegionE,399.73,950.0,282.1632,0.0,220.0,447.8368,117.5668,-102.4332,-20714.142888000002,24.254030840000002
14,RegionF,398.6822,950.0,199.3411,0.0,220.0,530.6589,199.3411,-20.6589,11193.327260999999,48.59936018
15,RegionA,379.0665,877.65,56.4725,0.0,0.0,821.1775,322.594,322.594,234441.96356,189.3304186
15,RegionB,377.5005,877.65,67.5642,0.0,0.0,810.0858,309.9363,309.9363,215855.13613500004,170.18602233000001
15,RegionC,386.5642,877.65,80.7833,0.0,0.0,796.8667,305.7809,305.7809,206790.44924299998,159.22011463
15,RegionD,388.6515,877.65,162.8363,0.0,180.0,534.8137,225.8152,45.8152,37071.113104,89.78412352000001
15,RegionE,371.3025,877.65,251.4755,0.0,220.0,406.1745,119.827,-100.173,-19857.754150000008,24.9599641
15,RegionF,353.4283,877.65,177.4367,0.0,220.0,480.2133,175.9916,-44.0084,1772.448583999998,43.311532760000006
16,RegionA,334.044,800.0,48.764,0.0,0.0,751.236,285.28,285.28,207438.49919999996,169.85571199999998
16,RegionB,341.6594,800.0,60.1255,0.0,0.0,739.8745,281.5339,281.5339,196184.08287600003,156.81438230000003
16,RegionC,342.131,800.0,70.4724,0.0,0.0,729.5276,271.6586,271.6586,183815.075104,143.49007251999998
16,RegionD,334.784,800.0,139.2637,0.0,180.0,480.7363,195.5203,15.5203,23937.045477999985,78.85333698999999
16,RegionE,336.3375,800.0,215.256,0.0,220.0,364.744,121.0815,-98.9185,-19387.35274499999,25.584520949999998
16,RegionF,307.3908,800.0,156.1664,0.0,220.0,423.8336,151.2244,-68.7756,-8231.879131999995,37.760732680000004
17,RegionA,316.9125,722.35,44.7522,0.0,0.0,677.5978,227.1603,227.1603,239635.94367600002,137.70457385999998
17,RegionB,344.736,722.35,59.0234,0.0,0.0,663.3266,245.2126,245.2126,247902.58222200003,139.06006546
17,RegionC,368.805,722.35,74.2084,0.0,0.0,648.1416,256.3466,256.3466,251647.766822,137.86320148
17,RegionD,308.672,722.35,126.93,0.0,180.0,415.42,0.0,-180.0,-88455.6,0.0
17,RegionE,343.725,722.35,205.062,0.0,220.0,297.288,0.0,-220.0,-95541.59999999999,0.0
17,RegionF,331.7367,722.35,171.6982,0.0,220.0,330.6518,0.0,-220.0,-100568.6,0.0
18,RegionA,299.4435,650.0,40.4249,0.0,0.0,609.5751,214.0186,214.0186,225894.492114,132.43470968
18,RegionB,291.1005,650.0,48.0316,0.0,0.0,601.9684,202.5689,202.5689,204900.468039,117.24687932
18,RegionC,293.0016,650.0,57.1353,0.0,0.0,592.8647,197.6163,197.6163,194096.753697,108.47158707000001
18,RegionD,262.9248,650.0,106.4845,0.0,180.0,363.5155,0.0,-180.0,-88502.4,0.0
18,RegionE,278.7625,650.0,153.3194,0.0,220.0,276.6806,0.0,-220.0,-95592.2,0.0
18,RegionF,310.2737,650.0,164.4451,0.0,220.0,265.5549,0.0,-220.0,-100623.6,0.0
19,RegionA,386.4915,587.87,49.3799,0.0,0.0,538.4901,292.1116,292.1116,308478.612948,184.64374236
19,RegionB,336.9735,587.87,53.1625,0.0,0.0,534.7075,243.311,243.311,246238.03133,143.86979430000002
19,RegionC,312.7908,587.87,58.731,0.0,0.0,529.139,215.8098,215.8098,212076.29046000002,121.02613584
19,RegionD,293.0944,587.87,116.5826,0.0,180.0,291.2874,0.0,-180.0,-88549.2,0.0
19,RegionE,322.825,587.87,177.5538,0.0,220.0,190.3162,0.0,-220.0,-95640.6,0.0
19,RegionF,271.9324,587.87,148.0593,0.0,220.0,219.8107,0.0,-220.0,-100674.2,0.0
20,RegionA,330.885,540.19,39.7062,0.0,0.0,500.4838,246.1788,246.1788,260102.67292799999,158.9084154
20,RegionB,356.076,540.19,53.4114,0.0,0.0,486.7786,262.1646,262.1646,265452.14408399997,158.29498548
20,RegionC,349.692,540.19,62.9446,0.0,0.0,477.2454,248.4974,248.4974,244320.15870600002,142.28961124
20,RegionD,279.1168,540.19,108.8556,0.0,180.0,251.3344,0.0,-180.0,-88592.4,0.0
20,RegionE,292.7625,540.19,161.0194,0.0,208.5438,170.6268,0.0,-208.5438,-90706.12581,0.0
20,RegionF,319.8495,540.19,179.1157,0.0,198.5909,162.4834,0.0,-198.5909,-90922.857656,0.0
21,RegionA,376.1235,510.22,45.1348,0.0,0.0,465.0852,285.9887,285.9887,302312.93499599997,188.1805646
21,RegionB,375.327,510.22,56.2991,0.0,0.0,453.921,278.5279,278.5279,282159.903816,171.43392245
21,RegionC,364.596,510.22,65.6273,0.0,0.0,444.5927,260.7187,260.7187,256461.163629,152.18150519
21,RegionD,307.4944,510.22,117.5353,0.0,180.0,212.6847,121.6145,-58.3855,-11859.150005000003,54.20358265
21,RegionE,309.55,510.22,170.2525,0.0,186.9821,152.9854,0.0,-186.9821,-81367.130636,0.0
21,RegionF,325.3994,510.22,187.2768,0.0,177.6187,145.3244,0.0,-177.6187,-81361.797909,0.0
22,RegionA,388.0035,500.0,46.5604,54.4127,0.0,399.0268,341.4431,341.4431,224133.494133,228.32300097
22,RegionB,423.63,500.0,63.5445,49.5,0.0,386.9555,360.0855,360.0855,226522.58634000004,225.26948880000003
22,RegionC,400.5174,500.0,72.0931,46.75,0.0,381.1569,328.4243,328.4243,200617.98365500002,194.82129476
22,RegionD,349.824,500.0,131.184,73.7632,162.279,132.7738,218.64,56.361,36092.33019,99.04392
22,RegionE,361.825,500.0,199.0037,60.1993,132.4384,108.3587,162.8212,30.3829,20620.575908,38.63747076
22,RegionF,368.4524,500.0,217.3869,56.5226,124.3498,101.7407,151.0655,26.7157,19719.265929999994,42.35876619999999
23,RegionA,408.9285,510.22,49.0714,55.0,0.0,406.1486,359.8571,359.8571,236328.953283,243.65924241000002
23,RegionB,444.744,510.22,66.7116,49.5,0.0,394.0084,378.0324,378.0324,237922.25158799998,239.44572215999997
23,RegionC,455.6622,510.22,82.0192,46.75,0.0,381.4508,373.643,373.643,228344.44658999998,224.4099858
23,RegionD,412.6464,510.22,152.1785,71.6083,157.5382,128.8949,260.4679,102.9296,53965.058212,119.45057894
23,RegionE,405.45,510.22,222.9975,57.4445,126.3779,103.4001,182.4525,56.0746,29072.331980999996,43.825090499999995
23,RegionF,391.4902,510.22,235.844,54.8752,120.7254,98.7753,155.6462,34.9207,22431.481738000002,44.18795617999999
24,RegionA,478.1565,540.19,57.3788,55.0,0.0,427.8112,438.7777,438.7777,208208.79420399998,299.46578024999997
24,RegionB,460.2015,540.19,69.0302,49.5,0.0,421.6598,407.3713,407.3713,185252.09867500002,260.06583792
24,RegionC,471.4356,540.19,84.8584,46.75,0.0,408.5816,401.8772,401.8772,177452.896432,243.29645688000002
24,RegionD,459.1488,540.19,167.139,74.6102,164.1424,134.2984,354.4098,190.2674,64154.157126,163.84365054
24,RegionE,404.9875,540.19,222.7431,63.4894,139.6766,114.2809,239.8444,100.1677,32782.204492,58.09031368
24,RegionF,451.9676,540.19,276.5868,52.7206,115.9854,94.8972,235.3808,119.3954,38202.168548,67.36598496
25,RegionA,495.6795,587.87,59.4815,55.0,0.0,473.3885,454.198,454.198,215616.87456,310.9439508
25,RegionB,531.36,587.87,79.704,49.5,0.0,458.666,467.856,467.856,212846.40864,299.6149824
25,RegionC,536.544,587.87,96.5779,46.75,0.0,444.5421,455.2661,455.2661,201113.799675,276.48310253
25,RegionD,479.3088,587.87,173.0411,82.9658,180.0,151.8631,368.6677,188.6677,64715.77962700001,170.95121249000002
25,RegionE,487.125,587.87,267.9188,63.9902,140.7785,115.1824,276.8062,136.0277,41841.451154999995,67.23622598
25,RegionF,490.4486,587.87,303.0754,56.9589,125.3096,102.526,247.3732,122.0636,39462.296220000004,71.02084572000001
26,RegionA,544.32,650.0,65.3184,0.0,0.0,584.6816,486.5622,486.5622,231073.25440200002,332.46795126
26,RegionB,531.36,650.0,79.704,0.0,0.0,570.296,457.932,457.932,208418.59116,292.7101344
26,RegionC,536.544,650.0,96.5779,0.0,0.0,553.4221,445.8934,445.8934,197053.670262,270.25598973999996
26,RegionD,534.272,650.0,192.3379,91.5324,180.0,186.1297,404.3341,224.3341,74859.880783,187.16625488999998
26,RegionE,536.2625,650.0,294.9444,71.0111,156.2245,127.82,298.9181,142.6937,44380.369770000005,72.48763924999999
26,RegionF,546.9255,650.0,339.0938,62.1812,136.7987,111.9262,267.8317,131.033,42511.543267999994,76.73378205
27,RegionA,544.32,722.35,65.3184,0.0,0.0,657.0316,479.0016,479.0016,227573.66016,325.09838592
27,RegionB,531.36,722.35,79.704,0.0,0.0,642.646,451.656,451.656,205643.49336,286.75639440000003
27,RegionC,536.544,722.35,96.5779,0.0,0.0,625.7721,439.9661,439.9661,194513.412471,264.90358881
27,RegionD,535.6672,722.35,193.3878,105.7924,180.0,243.1698,404.6794,224.6794,74986.13295600002,186.07158812
27,RegionE,556.25,722.35,305.9375,83.2825,183.2215,149.9085,307.9125,124.691,41372.76619000001,74.14533
27,RegionF,584.835,722.35,361.402,72.1896,158.8171,129.9413,283.433,124.6159,42113.629643,80.66503180000001
28,RegionA,544.32,800.0,65.3184,0.0,0.0,734.6816,479.0016,479.0016,227659.88044799998,321.50587392
28,RegionB,531.36,800.0,79.704,0.0,0.0,720.296,451.656,451.656,205720.27488,283.5948024
28,RegionC,536.544,800.0,96.5779,0.0,0.0,703.4221,439.9661,439.9661,194583.80704699998,261.95581594
28,RegionD,589.5168,800.0,214.5955,49.4298,180.0,355.9747,437.3213,257.3213,84281.651005,198.84999511
28,RegionE,567.5,800.0,312.125,90.9152,218.3279,178.6319,312.975,94.6471,35788.61208600001,74.550645
28,RegionF,529.7043,800.0,324.1587,95.1683,209.3702,171.3029,265.5456,56.1755,26994.867534000005,74.75108639999999
29,RegionA,544.32,877.65,65.3184,0.0,0.0,812.3316,479.0016,479.0016,227741.31071999998,316.71585792
29,RegionB,531.36,877.65,79.704,0.0,0.0,797.946,451.656,451.656,205792.53983999998,279.39440160000004
29,RegionC,536.544,877.65,96.5779,0.0,0.0,781.0721,439.9661,439.9661,194654.201623,258.08411426
29,RegionD,584.0512,877.65,215.3904,0.0,180.0,482.2596,368.6608,188.6608,64814.83415999999,165.12317232
29,RegionE,611.4625,877.65,336.3044,0.0,220.0,321.3456,275.1581,55.1581,25984.822032999997,64.55209026
29,RegionF,610.743,877.65,367.9277,0.0,220.0,289.7223,302.7647,82.7647,34645.66785799999,83.95665131
30,RegionA,544.32,950.0,65.3184,0.0,0.0,884.6816,479.0016,479.0016,227817.950976,311.15943935999996
30,RegionB,531.36,950.0,79.704,0.0,0.0,870.296,451.656,451.656,205860.28824000002,274.4713512
30,RegionC,536.544,950.0,96.5779,0.0,0.0,853.4221,439.9661,439.9661,194720.196538,253.55246343000002
30,RegionD,594.4832,950.0,222.9312,0.0,180.0,547.0688,371.552,191.552,65656.63008000002,163.48288000000002
30,RegionE,603.6125,950.0,331.9869,0.0,220.0,398.0131,271.6256,51.6256,25107.458112000008,62.609700800000006
30,RegionF,628.3833,950.0,370.7461,0.0,220.0,359.2539,257.6372,37.6372,22733.477356000003,70.18037328
31,RegionA,544.32,1012.13,65.3184,0.0,0.0,946.8116,479.0016,479.0016,350600.431104,305.1240192
31,RegionB,531.36,1012.13,79.704,0.0,0.0,932.426,451.656,451.656,316809.58464,269.1418104
31,RegionC,536.544,1012.13,96.5779,0.0,0.0,915.5521,439.9661,439.9661,299665.31037099997,248.62484311
31,RegionD,581.1456,1012.13,222.1344,0.0,180.0,609.9956,359.0112,179.0112,95561.76585600001,154.91333279999998
31,RegionE,591.8375,1012.13,353.0828,0.0,220.0,439.0472,238.7547,18.7547,25942.740610000008,53.9585622
31,RegionF,594.6013,1012.13,342.2104,0.0,220.0,449.9196,252.3909,32.3909,32852.31166699999,67.41360939
32,RegionA,544.32,1059.81,65.3184,0.0,0.0,994.4916,479.0016,479.0016,350705.81145599997,299.1364992
32,RegionB,531.36,1059.81,79.704,0.0,0.0,980.106,451.656,451.656,316908.94896,263.85743520000005
32,RegionC,536.544,1059.81,96.5779,0.0,0.0,963.2321,439.9661,439.9661,299757.70325200004,243.7412194
32,RegionD,551.36,1059.81,215.0304,0.0,180.0,664.7796,336.3296,156.3296,85672.68089600002,142.2674208
32,RegionE,556.125,1059.81,355.92,0.0,220.0,483.89,200.205,-19.795,11053.016099999993,44.365428
32,RegionF,575.3989,1059.81,322.2234,0.0,220.0,517.5866,253.1755,33.1755,33182.26638,66.30666345
33,RegionA,544.32,1089.78,69.5448,0.0,0.0,1020.2352,474.7752,474.7752,347711.113224,290.94224256
33,RegionB,531.36,1089.78,83.8298,0.0,0.0,1005.9502,447.5302,447.5302,314099.07087,256.52431064
33,RegionC,536.544,1089.78,100.744,0.0,0.0,989.036,435.8,435.8,297002.058,236.90088
33,RegionD,578.9824,1089.78,230.2987,0.0,180.0,679.4813,348.6837,168.6837,91101.96354299998,144.73860387
33,RegionE,555.95,1089.78,376.5334,0.0,220.0,493.2466,179.4166,-40.5834,3022.0983979999874,39.005168839999996
33,RegionF,580.4027,1089.78,316.0124,0.0,220.0,553.7676,264.3903,44.3903,37753.281361000016,67.94830710000001
34,RegionA,535.6125,1100.0,72.3077,0.0,0.0,1027.6923,463.3048,463.3048,339398.564288,279.23380296
34,RegionB,531.36,1100.0,87.6744,0.0,0.0,1012.3256,443.6856,443.6856,311485.038624,250.14994128
34,RegionC,536.544,1100.0,104.6261,0.0,0.0,995.3739,431.9179,431.9179,294434.113251,230.94650112999997
34,RegionD,519.9232,1100.0,210.5689,0.0,180.0,709.4311,309.3543,129.3543,73917.50625,126.30936069
34,RegionE,468.6375,1100.0,330.804,0.0,220.0,549.196,137.8335,-82.1665,-13054.833895000003,29.482585649999997
34,RegionF,505.3076,1100.0,267.813,0.0,220.0,612.187,237.4946,17.4946,26818.752307999996,60.01488541999999
35,RegionA,516.429,1089.78,72.9266,0.0,0.0,1016.8534,443.5024,443.5024,324971.948576,263.883928
35,RegionB,517.995,1089.78,88.6876,0.0,0.0,1001.0924,429.3074,429.3074,301463.949354,238.95249883999998
35,RegionC,524.6346,1089.78,105.5634,0.0,0.0,984.2166,419.0712,419.0712,285743.69772,221.18577936
35,RegionD,508.1472,1089.78,208.9568,0.0,180.0,700.8232,299.1904,119.1904,69487.51094400001,120.60365024000001
35,RegionE,497.1,1089.78,359.8341,0.0,220.0,509.9459,137.2659,-82.7341,-13277.331152000006,28.97683149
35,RegionF,487.3244,1089.78,252.2262,0.0,220.0,617.5538,235.0982,15.0982,25849.375256,58.6570009
36,RegionA,464.1975,1059.81,67.7639,0.0,0.0,992.0461,396.4336,396.4336,290546.18544,233.97511071999998
36,RegionB,477.36,1059.81,84.0062,0.0,0.0,975.8038,393.3538,393.3538,276275.97496799997,217.17063298
36,RegionC,461.8998,1059.81,95.1425,0.0,0.0,964.6675,366.7573,366.7573,250128.4786,192.03412227999996
36,RegionD,436.2714,1059.81,181.4805,0.0,180.0,698.3295,254.7909,74.7909,50068.17692999999,101.86540181999999
36,RegionE,435.4625,1059.81,317.8876,0.0,220.0,521.9224,117.5749,-102.4251,-20897.052931,24.62018406
36,RegionF,469.9,1059.81,238.7273,0.0,220.0,601.0827,231.1727,11.1727,24256.788259000008,57.21524325
37,RegionA,439.101,1012.13,65.4163,0.0,0.0,946.7137,373.6847,373.6847,273929.569335,219.98818289000002
37,RegionB,451.386,1012.13,80.7881,0.0,0.0,931.3419,370.5979,370.5979,260348.73072899997,204.08826352999998
37,RegionC,477.756,1012.13,99.8404,0.0,0.0,912.2896,377.9156,377.9156,257791.347384,197.34752632
37,RegionD,440.9779,1012.13,184.7599,0.0,180.0,647.3701,256.218,76.218,50703.278220000015,102.1797384
37,RegionE,403.915,1012.13,292.3806,0.0,220.0,499.7494,111.5344,-108.4656,-23237.855983999994,23.299536160000002
37,RegionF,412.4452,1012.13,207.0658,0.0,220.0,585.0642,205.3794,-14.6206,13755.560649999985,50.70817386
38,RegionA,422.4204,950.0,63.3631,0.0,0.0,886.6369,359.0573,359.0573,263253.631214,212.02333565
38,RegionB,426.7161,950.0,76.8089,0.0,0.0,873.1911,349.9072,349.9072,245855.29593599998,193.28873728
38,RegionC,450.6128,950.0,94.6287,0.0,0.0,855.3713,355.9841,355.9841,242877.271907,186.46447158
38,RegionD,388.48,950.0,163.1616,0.0,180.0,606.8384,225.3184,45.3184,37182.967807999994,90.12736000000001
38,RegionE,400.2837,950.0,282.5541,0.0,220.0,447.4459,117.7296,-102.2704,-20845.953983999992,24.6643512
38,RegionF,396.0266,950.0,198.0133,0.0,220.0,531.9867,198.0133,-21.9867,10758.577355999994,49.02809307999999
39,RegionA,401.1309,877.65,59.7596,0.0,0.0,817.8904,341.3713,341.3713,250327.57429,203.28660915000003
39,RegionB,390.6198,877.65,69.9123,0.0,0.0,807.7377,320.7075,320.7075,225377.195625,178.66614825
39,RegionC,401.9015,877.65,83.9885,0.0,0.0,793.6615,317.913,317.913,216937.47294,167.9534379
39,RegionD,350.3744,877.65,146.7991,0.0,180.0,550.8509,203.5753,23.5753,27667.566882,82.12227602
39,RegionE,343.5312,877.65,232.6665,0.0,220.0,424.9835,110.8647,-109.1353,-23506.743806000006,23.425711109999998
39,RegionF,349.7072,877.65,175.5686,0.0,220.0,482.0814,174.1386,-45.8614,1035.1242539999948,43.48240842
40,RegionA,375.2055,800.0,54.7728,0.0,0.0,745.2272,320.4327,320.4327,235005.34218,193.38113445000002
